"Change
Ind.","Valid
From","Valid
Until",ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date","Special Event and 
Crisis"
,,,EGEB1002,L179,GILTI,PIBUX,,"NOT AVBL FOR TFC
Above FL245
1. DEP EB**
Except 
a.DEP EBFN/OS
b. ARR FARNBOROUGH_GROUP 
2. Overfly EB**
Except 
DEP EBFN/OS",H24,S,"Traffic Orientation, to ensure correct positioning of traffic through GILTI/RAPIX/SUMUM
2. This traffic shall file RAPIX/SUMUM",,,"EG,EB",03 SEP 2021,
,,,EGEB1004,L608,SUMUM,CLN,,"NOT AVBL FOR TFC
1. Above FL245 
a. DEP (BRUSSELS_GROUP, EBOS)
With ARR LONDON_GROUP
b. Via (BETAX, CESQA, KENET, LESTA, OKSAW, SAWPE, TNT)
Except
 i.  When EGD138 is active  above FL245
 ii. DEP (EBFN/OS)
c. ARR (MIDLANDS_GROUP, EGNE)
 Except
 i. When EGD138 is active above FL245
 ii. DEP (EBFN/OS)
2. ARR (EGKB/LC/MC)
3. ARR (FARNBOROUGH_GROUP, MIDLANDS_GROUP, EGGD/FF/HH/HI/NE) above FL155 Except when EGD138 is active 
above FL155",H24,S,"Traffic Orientation via
GITLI/RAPIX/SUMUM
Traffic referred to in points 1 and 3 shall file RAPIX.
 2. To ensure traffic joins the  STAR at SUMUM
1.b.i., 1.c.i, 3. If EGD138d is promulgated active at any level above FL245 in the AUP/UUP, this traffic will be permitted to route via L608 to avoid the danger area.",,,"EG,EB",31 MAY 2025,
,,,EGEB1005,Q70,DET,VABIK,,"ONLY AVBL FOR TFC
With ARR (BRUSSELS_GROUP, PARIS_GROUP, EH, EBLG, LFOK)
Above FL105 
1. DEP EG
2. Via BIG
----------
COMPULSORY FOR TFC
Above FL105
Via VABIK
1. DEP EGLL
2. DEP MIDLANDS_GROUP
----------
NOT AVBL FOR TFC
1. DEP (EGDR/DY/HQ/HR/KA/KB/KK/LC/MC/MD/SC/SS/TE/TO/VP)_x000D_
2. DEP (EGHH/HI/HO, FARNBOROUGH_GROUP)_x000D_
  Except via BIG","H24
----------
H24
----------
H24",S,"Traffic Orientation via KONAN/VABIK
----------------------------------------------
Only applicable to traffic above FL105 due base of Q70.
1. To ensure traffic departs on DET SID. 
2. To enforce correct routeing.",,,"EG,EB",09 FEB 2023,
,,,EGEB1006,L18,DVR,VABIK,,"ONLY AVBL FOR TFC
ARR BRUSSELS_GROUP, EBLG, PARIS_GROUP, EH **",H24,S,Traffic Orientation via KONAN/VABIK,,,"EG,EB",03 SEP 2021,
,,,EGEB1007,,,,SASKI,"COMPULSORY FOR TFC
With-RFL-above FL105
DEP EBOS
Via LAM",H24,S,Traffic Orientation. EBOS departures via LAM shall file SASKI,,,"EG,EB",03 SEP 2021,
,,,EGEB1008,L608,CLN,SASKI,,"NOT AVBL FOR TFC
DEP EG or overflying (EGTTUIR, EGTTFIR) 
With-RFL-above FL115 within (EB, EH)",H24,S,To segregate departing and arriving traffic to and from LTMA and to ensure traffic does not flight plan low level in UK airspace and then request a climb in Belgian airspace,,,"EG,EB",03 SEP 2021,
,,,EGEB1009,L18,DVR,VABIK,,"NOT AVBL FOR TFC
DEP EGFF//HH/HI/HO/LL/SS/TC/TK/VA/VN/WU, EGA*, EGB*, EGC*, EGG*, EGN* except EGNE, EGP*, EGQ*, FARNBOROUGH_GROUP",H24,S,"Traffic Orientation via KONAN/VABIK
This traffic shall file DET Q70",,,"EG,EB",03 SEP 2021,
,,,EGEB1011,,,,VABIK,"NOT AVBL FOR TFC
1. DEP EGDR/DY/HQ/HR/KA/KR/MD/SC/SH/SS/TE/VP
2. DEP FARNBOROUGH_GROUP, EGHH/HI/HO with FL below FL165 at VABIK",H24,C,"1. Traffic orientation via KONAN/VABIK
    This traffic shall file KONAN
2. FL165- shall route via KONAN",,,"EG,EB",23 DEC 2021,
,,,EGEH1001,L17,BODSO,PETIK,,"NOT AVBL FOR TFC
DEP EGSH
Overfly EHAAFIR
Above FL235 at MOLIX",H24,S,To ensure traffic remains below FL235 until point MOLIX,,"(EHAAACC,
EGTTACC)","EG,EH",26 NOV 2021,
,,,EGEH1004,L620,CLN,REDFA,,"NOT AVBL FOR TFC
1. ARR HAAMSTEDE_GROUP
    Above FL215
2. DEP MIDLANDS_GROUP
    Above FL135",H24,S,"1. To keep traffic between EGTTTC and EHAA ACC
2. This traffic shall route FL135-205 ADMIS M183 REDFA FL205+ UMBAG P137 SONDO",,"(EHAAACC,
EGTTACC)","EG,EH",26 NOV 2021,
,,,EGEH1007,Y70,RAVLO,BODSO,,"NOT AVBL FOR TFC
DEP EH** EXC DEP (EHBK, EHGG)",H24,S,Traffic Orientation via MIMVA/RAVLO/ENZEN.,,"(EHAAACC,
EGTTACC)","EG,EH",10 FEB 2025,
,,,EGEH1008,Y70,RAVLO,OTBED,,"COMPULSORY FOR TFC
1. OVERFLY EHAAFIR & VIA (BERGI, KUDAD, MONIL, RAVLO)
a. ARR (MANCHESTER_GROUP, EGCN, EGNH, EGNJ, EGNM, EGNO, EGNS)
b. ARR MIDLANDS_GROUP & VIA (GOLES UL975 DESIG)
c. ARR/OVERFLY EI**
VIA (L60 PENIL UL70)",H24,S,"Traffic Orientation via
MIMVA/RAVLO/ENZEN
Linked to EGEH1005",,"(EHAAACC,
EDYYUAC,
EGTTACC)","EG,EH",10 FEB 2025,
,,,EGEH1010,,,,MOLIX,"COMPULSORY FOR TFC
DEP EGSH
Between FL055 - FL175
ARR/Overfly EHAAFIR, EKDKFIR, EN
Except 
1. Via REDFA
2. Via UPGAS 
Below FL175
----------
NOT AVBL FOR TFC
With-RFL-above FL245 IN (EG)","H24
----------
H24",S,"1. Traffic orientation. To remain clear of the UK airspace, east of sector 10, for which the ATS provision has been delegated to Amsterdam ACC FL175-FL245 to  facilitate the climb and descent of EHAM arrivals and departures.
2. Traffic with RFL above FL245 shall file via LAMSO.",,"(EHAAACC,
EDYYACC)","EG,EH",26 NOV 2021,
,,,EGEH1011,L17,BODSO,MOLIX,,"COMPULSORY FOR TFC
Above FL185
DEP EGSH
ARR/Overfly (EHAAFIR, EKDKFIR, EN)
except-via (NATEB, REDFA, SOMVA, TLA)",H24,S,"To ensure EGSH departure route via MOLIX due to connectivity between London ACC/EHAA
Only applicable for traffic above FL185",,"(EHAAACC,
EGTTACC)","EG,EH",26 NOV 2021,
,,,EGEH1013,P155,UMBAG,BANEM,,"ONLY AVBL FOR TFC
1. DEP MIDLANDS_GROUP, EGBG/TC/TK 
a. Above FL265
Via SOMVA 
b. Via LARGA 
2. Via HON 
a. Above FL265 
Via SOMVA 
b. Via LARGA",H24,S,Due to traffic orientation requirements.,,"(EDYYUAC,
EGTTUAC)","EG,EH",26 NOV 2021,
,,,EGEH1016,P49,XAMAN,IDESI,,"ONLY AVBL FOR TFC
ARR (EGSU, EGSX, EGTC, EGYD, EAST_ANGLIAN_GROUP)
----------
COMPULSORY FOR TFC
ABV FL105
DEP (EHBD, EHEH, EHRD)
1. ARR (EGSU, EGSX, EGSR, EGTC, EGYD, EAST_ANGLIAN_GROUP)
2. VIA BANEM
----------
NOT AVBL FOR TFC
1. BLW FL245
EXC
DEP (EHBD, EHEH, EHRD
a. ARR (EGSU, EGSX, EGSR, EGTC, EGYD, EAST_ANGLIAN_GROUP)
b. VIA BANEM
2. ABV FL245
DEP (EHBD, EHEH, EHRD)
a. ARR (EGGW, EGSC, EGSS, EGSU, EGSX, EGSR, EGTC, EGYD, EAST_ANGLIAN_GROUP)
b. VIA BANEM","H24
----------
H24
----------
H24",S,"Traffic orientation. Traffic  to these destinations shall route via RINIS  M40  (Except DEP EHBD/EH/RD)
---------------------------------------------
Traffic departing EHBD/EH/RD to these destinations or via BANEM must enter the UK via P49 IDESI. 
-----------------------------------
1. The only traffic that should use P49 below FL245 are the routeings listed, Traffic inbound to EGGW/SC/SS will pick up the STAR at XAMAN.

2. Traffic departing EHBD/EH/RD to these destination or via BANEM is not permitted to use P49 above FL245",,"(EHAAACC,
EGTTACC)","EG,EH",17 JUL 2024,
,,,EGEH1026,L980,XAMAN,LOGAN,,"NOT AVBL FOR TFC
ARR (EGGW, EGSC, EGSS, EGSU, EGSX, EGSR, EGTC, EAST_ANGLIAN_GROUP)     & ABV FL125",H24,S,To ensure that traffic files standard route  XAMAN P49 IDESI,,,"EG,EH",17 JUL 2024,
,,,EGEI1000,Y911,BOYNE,IOM,,"NOT AVBL FOR TFC
DEP (EIDW, EIME, EIWT) EXC ARR (EGNC, EGNS, EGNT)",H24,C,To alleviate complexity issues,,,"EG,EI",19 JUN 2024,
,,,EGEI1003,Y911,BOYNE,IOM,,"COMPULSORY FOR TFC
ABV FL075
DEP EI** AND-THEN ARR EGNS",H24,C,To reduce complexity in Manchester area,,,"EG,EI",19 JUN 2024,
,,,EGEI1004,,,,"(BUNAV, ETIKI, SEPAL, SIVIR, UMLER)","NOT AVBL FOR TFC
VIA (ADARA, BEDRA, DINIM, DOGAL, GELPO,  KOGAD, LASNO, LIMRI, MALOT, NEBIN, OMOKO, RODEL, SOMAX, TAMEL, TOBOR)",H24,S,To prevent traffic re-entering the NAT via EI** airspace - systems issue,,,"EG,EI",19 JUN 2024,
,,,EGEI1006,Y/UY124,DEXEN,DOLOP,,"ONLY AVBL FOR TFC
ENG-TYPE (J)
1. DEP EIDW RFL ABV FL195
    a. VIA (KEPAD, RISLA, HON)
    b. ARR MIDLANDS_GROUP
    c. ARR EGLL VIA NUGRA
2. DEP EI** EXC EIDW RFL ABV FL245
    a. VIA (KEPAD, RISLA, HON)
    b. ARR MIDLANDS_GROUP
3. VIA EGGXOCA RFL ABV FL245
    a. VIA (KEPAD, RISLA, HON)
    b. ARR MIDLANDS_GROUP
----------
NOT AVBL FOR TFC
ARR (EGGW, EGKB, EGLC, EGLD, EGLL, EGMC, EGSC, EGSH, EGSS, EGTO, EGUN, EGUL, EGWU)_x000D_
EXC DEP EIDW AND-THEN ARR EGLL VIA NUGRA","H24
----------
H24",S,"Dedicate route. Other traffic shall  continue to route via BOFUM/ENDEQ/LIFFY
2. RFL245+ requirement not applicable to EIDW departures (which may use Y124 RFL195+).  Restrictions relating to EIDW deps are covered in point 1.,
---------------------------------
EGGW/KB/LC/LD/MC/SC/SH/SS/TO/UN/UL/WU arrivals are not permitted to route via (U)Y124.  EGLL arrivals may use (U)Y124 if departing EIDW and routing via NUGRA.",,,"EG,EI",19 JUN 2024,
,,,EGEI1007,Y/UY124,DEXEN,DOLOP,,"COMPULSORY FOR TFC
ENG-TYPE Jet
VIA (BOFUM, DEXEN, ENDEQ, LIFFY) (EXC VIA night direct DEXEN DCT REDFA) 
AND-THEN VIA (KEPAD, RISLA, HON, NUGRA) (EXC ARR EGWU)
1. DEP EIDW RFL ABV FL335
    (EXC MON - FRI DEP EIDW BTN 07.15..07.55 (06.15..6.55.
     or 17.50..18.50 (16.50..17.50))
    Except within the activated vertical limits of (EGD201B, EGD201BZ, EGMTNWNL, EGMTNWNLZ, EGMTNWNU, EGMTNWNUZ)
2. DEP EI** (EXC EIDW) RFL ABV FL245 
    EXC 
    a. within the activated vertical limits of (EGD201B, EGD201BZ, EGMTNWNL, EGMTNWNLZ, EGMTNWNU, EGMTNWNUZ)
    b. ARR (EGGW, EGKB, EGLC, EGLD, EGLL, EGMC, EGSC, EGSS, EGTO, EGWU)
3. VIA EGGXOCA RFL ABV FL245 
    EXC
    a. within the activated vertical limits of (EGD201B, EGD201BZ, EGMTNWNL, EGMTNWNLZ, EGMTNWNU, EGMTNWNUZ)
    b. ARR (EGGW, EGKB, EGLC, EGLD, EGLL, EGMC, EGSC, EGSS, EGTO, EGWU)",H24,S,"When Y/UY24 is open this traffic must route via DEXEN and not via BOFUM/ENDEQ/LIFFY. UY124 will have a split at FL305 so it can be open above FL305 but closed below FL305. Time refers to time over BOFUM/DEXEN/ENDEQ/LIFFY.  The only EI** departures permitted/mandated to file  into EGLL via DEXEN when (U)Y124 is available are those departing EIDW. 
If any of the listed danger areas are activated via AUP/UUP at the filed level, this traffic is not mandated to file via Y/UY124.",,,"EG,EI",20 DEC 2024,
,,,EGEI1008,Y/UY124,DEXEN,DOLOP,,"COMPULSORY FOR TFC
ENG-TYPE (J)
VIA (BOFUM, DEXEN, ENDEQ, LIFFY) ARR MIDLANDS_GROUP
EXC WHEN (EGD201B, EGD201BZ, EGMTNWNL, EGMTNWNLZ, EGMTNWNU, EGMTNWNUZ) IS ACT
1. DEP EIDW AND RFL ABV FL195
(EXC DEP EIDW MON - FRI BTN  06:50-08:01 (05:50-07:01)
2. DEP EI** EXC EIDW AND RFL ABV FL245
3. VIA EGGXOCA AND RFL ABV FL245",H24,S,"Traffic ARR MIDLANDS_GROUP can only flight plan this way when Y124 is open as descent profile will take them into Y124. When Y124 is closed this traffic shall route via BOFUM/ENDEQ/LIFFY.
If any of the listed danger areas are activated via AUP/UUP at any level,this traffic is not mandated to file via Y/UY124.",,,"EG,EI",27 MAR 2024,
,,,EGEI1009,,,,"(BAKUR, SLANY)","NOT AVBL FOR TFC
VIA (BOFUM, LIPGO)",H24,C,To avoid traffic complexity in the EGTTSTU sector by preventing traffic filing along the UK boundary.,,,"EG,EI",19 JUN 2024,
,,,EGEI1011,,,,"(BANBA, ENJEX, EVRIN)","NOT AVBL FOR TFC
ARR (EDDF, EHAM) VIA (ATSUR, BIMGO, GUNSO, NASBA)",H24,S,Traffic orientation. To deconflict traffic flows and reduce sector complexity/workload.  This traffic shall file GAPLI/LESLU or on Night Time Fuel Saving Routes via ARKIL/LULOX,,,"EG,EI",19 JUN 2024,
,,,EGEI1012,,,,DEGOS,"NOT AVBL FOR TFC
ARR (EGAA, EGAC) VIA (BAKUR, ENJEX, EVRIN, LIPGO, MOPAT, NIRIF, SLANY, VATRY)",H24,S,To ensure traffic files via supported routeing. This traffic shall file NEVRI.,,,"EG,EI",19 JUN 2024,
,,,EGEI1015,,,,"(AMLAD, APSOV, IBROD, MIMKU)","COMPULSORY FOR TFC
VIA (BEGID, KESIX, OSBOX) & ARR (EDDF, EHAM)",H24,S,Traffic orientation. To deconflict traffic flows and reduce sector complexity/workload,,,"EG,EI",19 JUN 2024,
,,,EGEI1016,,,,"(BOFUM, ENDEQ, LIFFY)","NOT AVBL FOR TFC
ARR (EDDF, EHAM) VIA (ATSUR, BIMGO, ELSOX, EPUNA, GUNSO, NASBA)",H24,C,Traffic orientation. To deconflict traffic flows and reduce sector complexity/workload,,,"EG,EI",19 JUN 2024,
,,,EGEI1020,,,,NORLA,"NOT AVBL FOR TFC
1. VIA EGTTFRAW_x000D_
   EXC VIA NORLA DCT (FONZU, PEWBI)_x000D_
2. XNG EGTT09LND-EI BDRY",H24,S,"1. To ensure FDP compatible FRA routeings.
2. NORLA is an eastbound only COP.",,,"EG,EI",19 JUN 2024,
,,,EGEI1021,,,,ROTEV,"NOT AVBL FOR TFC
1. ARR BELFAST_GROUP
2. XNG (EGPXFIR, EGPXUIR) - EI BDRY
3. VIA MAKUX",H24,S,"1. This traffic shall file NEVRI
2. To ensure traffic does not enter Irish airspace via ROTEV
3. To ensure correct FDP, this traffic shall route via LIFFY/BOFUM/ENDEQ/DEXEN.",,,"EG,EI",31 MAY 2025,
,,,EGEI1024,,,,LANON,"NOT AVBL FOR TFC
1. DEP (LONDON_GROUP, FARNBOROUGH_GROUP, EGHH, EGHI, EGHO, EGHR, EGKA, EGKR, EGLD, EGSG, EGSU, EGSX, EGSR, EGTR)_x000D_
(EGD201H, EGD201HZ1, EGD201HZ5, EGD201J, EGD201JZ1, EGD201JZ5, EGD201D, EGD201DZ1, EGD201DZ5, EGMTNWSL, EGMTNWSLZ, EGMTNWSU, EGMTNWSUZ) ACT VER LVL_x000D_
2. VIA TEWXI_x000D_
    a. BLW FL315 AT TEWXI_x000D_
    b. DEP EG**_x000D_
    c. EXC ARR DUBLIN_GROUP",H24,S,"1. Due to the climb profile traffic, departing from these airfields is not permitted to route via LANON when  any of the listed danger areas are promulgated as active at the filed FL in the AUP/UUP. 
2. To ensure FDP compatible FRA routeings.
Availability of TEWXI DCT LANON is dependent upon activity in EGD201D, EGD201H, EGD201J, EGMTANWSL.
2. c.. EI overflights shall file via TEWXI DCT LIPGO.",,,"EG,EI",17 JUL 2024,
,,,EGEI1032,UY124,DEXEN,DOLOP,,"NOT AVBL FOR TFC
ARR MIDLANDS_GROUP","(EGD201B, EGMTANWNL, EGMTANWNU) ACT",S,"To ensure ARR MIDLANDS_GROUP can only flight plan UY24 when Y124 is open as descent profile will take them into Y124. If the listed danger areas are activated via AUP/UUP at any level,this traffic is not permitted to file via UY124.",,,"EG,EI",19 JUN 2024,
,,,EGEI1035,,,,NEVRI,"NOT AVBL FOR TFC
1. DEP (LONDON_GROUP, PARIS_GROUP) EXC ARR BELFAST_GROUP
2. ARR (SCOTTISH_GROUP, EGNS)
3. VIA (EGPXRAW, EGPXANT) AND-THEN NEVRI AND-THEN EISNFRA",H24,C,"1 & 2. Traffic complexity 
3. NEVRI is a nortbound entry fix from EI to EG only and should not be used for southbound traffic",,,"EG,EI",19 JUN 2024,
,,,EGEI1039,,,,"(ARKIL, BAKUR, BANBA, ENJEX, EVRIN, GAPLI, LEDGO, LESLU, LULOX, MOPAT, NIRIF, NORLA, RUKOH, SAMON, SLANY)","NOT AVBL FOR TFC
VIA (LASNO, OMOKO, TAMEL THEN BOFUM, DEGOS, DEXEN, ENDEQ, LIFFY, NEVRI, ROTEV)",H24,S,To prevent traffic filing along the FIR boundary,,,"EG,EI",19 JUN 2024,
,,,EGEI1040,,,,NIMAT,"NOT AVBL FOR TFC
VIA EI AND-THEN XNG EISNCTA-EGPXCTA BDRY",H24,S,NIMAT is only available for traffic routeing southbound from EGPXFIR/UIR into Irish airspace prevent traffic filing along the FIR boundary,,,"EG,EI",19 JUN 2024,
,,,EGEI1041,,,,AGORI,"NOT AVBL FOR TFC
VIA SUNOT",H24,S,To prevent traffic re-entering the NAT via EI**,,,"EG,EI",19 JUN 2024,
,,,EGEI1042,,,,"(OMOKO, LASNO, TAMEL)","NOT AVBL FOR TFC
VIA NASBA",H24,S,To prevent traffic re-entering the NAT via EI**,,,"EG,EI",19 JUN 2024,
,,,EGEI1043,Q36,ENDEQ,ALAVA,,"NOT AVBL FOR TFC
VIA DEXEN",H24,S,TO FORCE TRAFFIC ONTO CORRECT SID OUT OF EIDW,,"EG**ACC, EI**ACC","EG,EI",19 JUN 2024,
,,,EGEI1044,L975,LIFFY,ROLEX,,"NOT AVBL FOR TFC
VIA DEXEN",H24,S,TO FORCE TRAFFIC TO USE CORRECT SID OUT OF EIDW,,"EG**ACC, EI**ACC","EG,EI",19 JUN 2024,
,,,EGEI1045,Q37,BOFUM,DONAX,,"NOT AVBL FOR TFC
VIA DEXEN",H24,S,TO FORCE TRAFFIC TO USE CORRECT SID OUT OF EIDW,,"EG**ACC, EI**ACC","EG,EI",19 JUN 2024,
,,,EGLF1001,M/UM605,SFD,PETAX,,"ONLY AVBL FOR TFC
1. ARR ROISSY_GROUP
With-RFL-below FL265 at XIDIL
2. ARR LFAB/OB/OP
Below FL195 at XIDIL",H24,C,Traffic Orientation via SITET/XAMAB/XIDIL.,,,"EG,LF",23 DEC 2021,
,,,EGLF1003,L151,DRAKE,SITET,,"NOT AVBL FOR TFC
1.  ARR LFOB/OP/PB/PG/PT
2.  DEP DEP EGTTFIR  except EGSC/SS with ARR PARIS_GROUP
Above  FL295
3. ARR ORLY_GROUP, LFBI, LFO*
Above FL295
4. DEP MIDLANDS_GROUP, MANCHESTER_GROUP,    EGCN/NE/NJ/NM/NS/NT/NV, SCOTTISH_GROUP, FARNBOROUGH_GROUP, EGHH/HI

----------
COMPULSORY FOR TFC
DEP LONDON_GROUP except EGGW/KB/LC/MC/MD/SC/SS/TO
With ARR ORLY_GROUP, LFBI/OE","H24
----------
H24",C,"Traffic Orientation. 
1.	Traffic Orientation, This traffic shall file XIDIL
2.	To Keep traffic with Paris UK Sector
3.	To Keep Traffic out of Brest Sector
	4. This traffic shall file N/UN859

-------------------------------------------------------------------------
Traffic Orientation
Keep traffic with Paris TP Sector",,,"EG,LF",14 APR 2022,
,,,EGLF1011,T420,ALESO,BIG,,"ONLY AVBL FOR TFC
ARR (MIDLANDS_GROUP, EGBG/NE/SH)
With-RFL-above FL195",H24,S,"Traffic Orientation/Segregation  via ALESO/KUNAV/SOVAT/SUBIP
See EGLF1029",,LFEEACC,"EG,LF",31 MAY 2025,
,,,EGLF1013,N/UN859,GWC,SITET,,"COMPULSORY FOR TFC
DEP EGTTFIR Except LONDON_GROUP
With ARR ORLY_GROUP, LFBI/OE/OP
Except when using HON DCT SITET",H24,C,"Traffic Orientation via
SITET/XAMAB/XIDIL.
Linked to EGLF1023",,,"EG,LF",23 DEC 2021,
,,,EGLF1015,,,,KOTEM,"NOT AVBL FOR TFC
1. DEP LFRC 
2. DEP JERSEY_GROUP
eng-type Turboprop, Piston",H24,C,"1. SID requirement and DCT limitations
2. To avoid traffic complexity by segregating propeller from Jet traffic.",,,"EG,LF",23 DEC 2021,
,,,EGLF1016,L612,BENBO,XAMAB,,"NOT AVBL FOR TFC
ARR PARIS_GROUP, LFBI/BL/JR/OB/OE/OH/OP/OT/RG/RK/RM",H24,C,"Traffic Orientation via
SITET/XAMAB/XIDIL",,,"EG,LF",23 DEC 2021,
,,,EGLF1022,,,,SITET,"NOT AVBL FOR TFC
1. ARR (LFOE, LFOH, LFOP, LFRG, LFRK)
ABV FL115 AT ETRAT
2. ARR (ORLY_GROUP,PARIS_GROUP, LFBI, LFO*)
ABV FL295 AT SITET

----------
COMPULSORY FOR TFC
1. DEP EGTTFIR EXC LONDON_GROUP AND-THEN
ARR (ORLY_GROUP, LFBI, LFOE, LFOP)
2. ARR LFRG VIA (EGTT01LUW, EGTT18SFD)","H24
----------
H24",C,"1.	This traffic shall flight plan to be FL110 or below at ETRAT
2.	To meet the standing agreement in the LOA
-------------------------------------------------------------------------------
Traffic orientation via SITET/XAMAB/XIDIL
",,"LFFFACC,LFRRACC","EG,LF",12 SEP 2024,
,,,EGLF1024,,,,XAMAB,"NOT AVBL FOR TFC
ARR PARIS_GROUP, (LFBI, LFBL, LFJR, LFLX, LFOB, LFOE, LFOH, LFOP, LFOT, LFQB, LFRG, LFRK, LFRM)",H24,C,Traffic orientation via SITET/XIDIL/XAMAB,,"(LFRRACC,
EGTTACC)","EG,LF",30 NOV 2023,
,,,EGLF1026,,,,KUNAV,"ONLY AVBL FOR TFC
1. ARR BRIZE_GROUP, SEVERN_GROUP, EGBJ/BP/KK
2. ARR EGGW/SC/SS/UL/UN between FL175 - FL265 at KESAX
3. ARR EGKA/KR below  FL195 at KESAX
4. ARR EGDM/DN/DR/DY/HF/HG/HH/HI/HO/HQ/HR/TE/TK, FARNBOROUGH_GROUP 
5. ARR EGTC above FL195
----------
NOT AVBL FOR TFC
ARR EGDM/DN/DR/DY/HF/HG/HH/HI/HO/HQ/HR/TE/TK, FARNBOROUGH_GROUP   above FL265 via LFEECTA","H24
----------
H24",S,"1-4 Traffic orientation via ALESO/KUNAV/SOVAT/SUBIP
2. This traffic above FL265 shall file SUBIP, below FL175 via SOVAT / RINTI IAW  Paris LoA
3. This traffic shall flight to enter the UK at max FL195
4.FL265+ shall file SUBIP
5. FL195- shall file SOVAT
----------------------------------
To avoid traffic flight planning a descent in Reims Airspace.
Traffic to these destinations above FL265 in Reims ACC/UAC shall flight plan to enter via SUBIP",,LFEEACC,"EG,LF",18 MAR 2022,
,,,EGLF1027,M733,SUBIP,BANVA,,"ONLY AVBL FOR TFC
ARR EGGW/SC/SS/TK
Above FL265 at SOSUN",H24,C,"Traffic orientation via ALESO/KUNAV/SOVAT/SUBIP
EGGW/SC/SS traffic shall file shall file SUBIP M/UM733 BANVA; BANVA STAR. The base of UM733 PIREG - SUBIP is FL265 in French airspace therefore traffic ARR EGGW/SC/SS between FL265-175 shall file KUNAV. Below FL175 via SOVAT",New STAR name BANVA1L / previous LOREL 4Q (03/12/20),LFEEACC,"EG,LF",23 DEC 2021,
,,,EGLF1028,P/UP87,BOLRO,ROXOG,,"ONLY AVBL FOR TFC
Only  available  for traffic 
ARR (EGLD/LL/WU)
Below FL345 at REVTU",H24,C,"Northbound Traffic Orientation via BOLRO/GARMI/KOTEM/LUGIS/ODREP/ORIST.
Traffic orientation subject to CDR availability.
. Traffic shall plan to be below FL345 at REVTU to reduce ATC coordination",,,"EG,LF",23 DEC 2021,
,,,EGLF1029,,,,ALESO,"ONLY AVBL FOR TFC
1. ARR EGLD/LL/WU
2. ARR MIDLANDS_GROUP, EGBG/NE/SH 
Above FL195",H24,S,"Traffic orientation/segregation via ALESO/KUNAV/SOVAT/SUBIP
(related to RAD EGLF1011)",,LFEEACC,"EG,LF",31 MAY 2025,
,,,EGLF1030,UM733,SUBIP,BANVA,,"ONLY AVBL FOR TFC
ARR EGGW/UL/UN/SC/SS/TK",H24,S,"Traffic orientation via ALESO/KUNAV/SOVAT/SUBIP
This traffic shall file SUBIP M/UM733 BANVA (BANVA STAR EGGW/SC/SS) ",New STAR name BANVA1L / previous LOREL 4Q (03/12/20),LFEEACC,"EG,LF",06 JAN 2022,
,,,EGLF1031,M189,OSPOL,NEVIL,,"NOT AVBL FOR TFC
1. RFL ABV FL245 IN (LFRRCTA, LFFFCTA)
a. DEP EG**
b. OVERFLY EGTTFIR",H24,C,Workload and complexity to ensure traffic does not depart or overfly low level and request a climb in Brest's Airspace,,,"EG,LF",18 OCT 2024,
,,,EGLF1032,,,,"SKESO, SKERY","NOT AVBL FOR TFC
1. DEP JERSEY_GROUP
With ARR LONDON_GROUP
2. ARR EGFF/GD
With-RFL-above FL195 in LFRRFIR
Via LERAK             .
3. With-RFL-above FL245 in (EGTTUIR, EGTTFIR)
Except 
ARR/DEP JERSEY_GROUP
4. ARR/DEP (EGHH, EGHI)",H24,S,"1. Route Orientation. To prevent traffic turning hard right at DAWLY.
2. To ensure this traffic does not descend from high level to route A25 LERAK N862 SKESO
3. To prevent traffic RFL above FL245 filing via SKESO. Traffic should file instead via an alternative entry fix e.g. SALCO.  JERSEY_GROUP departures and traffic inbound to EGTE may file via SKESO to ensure the climb/descent profile remains inside CAS.
4. To reduced complexity.  This traffic shall file via ORIST/ORTAC/LELNA area.",,,"EG,LF",09 FEB 2023,
