ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date","Special Event and 
Crisis"
LF5712,LFDH,,"AUCHE,AGN","TBD
- General conditions apply",H24,LOA APP/LFBBACC,,LF,,
LF5718,LFBK,,"LARON,GUSON,RISUN","TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5721,LFHH,,LSE,"TBD
- General conditions apply",H24,ARR/DEP facilitation,,LF,12 AUG 2022,
LF5723,LFJR,,"ANG,LUTIL","TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5729,LFGB,,"ARPUS,EPL,HR,LUMEL,MIRGU,RIGVI","TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5731,LFHS,,"(BOBSI, FEDZI)",,H24,ARR/DEP facilitation,,LF,13 AUG 2024,
LF5732,LFHV,,"(MILPA, AMVAR, PINED, MTL, MEZIN, LESPI, FEDZI)",,H24,ARR/DEP facilitation,,LF,13 AUG 2024,
LF5733,LFLD,,"CTX,GUERE,MOTAL,TRARE,RISUN",,H24,ARR/DEP Facilitation,,LF,18 APR 2024,
LF5734,LFLI,,seeLSGeneralARRDEPConditionsfordetails,"TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5739,LFOQ,,"AMB,DOMOD","TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5740,LFOZ,,MOTAL,"TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,20 APR 2023,
LF5741,LFQA,,DIKOL,"TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5742,LFQG,,"TRARE, NV",,H24,ARR/DEP Facilitation,,LF,18 APR 2024,
LF5743,LFSB,,RIGVI,"TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5744,LFSN,,"EPL,GIVOR,MONCE","TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5746,LFSD,,DJL,"TBD
- General conditions apply",H24,ARR/DEP Facilitation,,LF,12 AUG 2022,
LF5748,LFBI,"VERAC, BALAN, OLINO",,"COMPULSORY FOR TFC
via LFFRASW
----------
NOT AVBL FOR TFC
via LFFRASW except
1. via URUNA [DCT/R10] BTZ DCT VAVIX DCT CNA B19 VERAC
2. via ANETO DCT AGN DCT PERIG A34 BALAN
3. via GIROM DCT AGN DCT PERIG A34 BALAN
4. via NATPI DCT EVNAM DCT PERIG A34 BALAN
5. via GEANT DCT ROCAN DCT TOU DCT PERIG A34 BALAN
6. via FJR DCT GAI DCT PERIG A34 BALAN
7. via NOQAS DCT LERGA DCT VALKU DCT LARON DCT GUSON R66 BALAN
8. via LERGA DCT VALKU DCT LARON DCT GUSON R66 BALAN with DEP LFML/HP
9. via TIS DCT VALKU DCT LARON DCT GUSON R66 BALAN
10. via SIQLE DCT LAKOB DCT KUKOR G21 RISUN R66 BALAN","H24
----------
H24","Airport connectivity
----
To organize ARR in LFFRASW
NB point 8: LERGA(...) trajectory available for traffic DEP LFML/HP but also for traffic via NOQAS as per 7.","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
BTZ DCT VAVIX: MEA-UNL
LARON DCT GUSON: FL065-UNL
VALKU DCT LARON, FJR DCT GAI: FL145-UNL
other DCTs FL195-UNL",LF,25 MAR 2023,
LF5750,LFCK,,FINOT,"COMPULSORY FOR TFC
VIA LFBBUBDX
----------
NOT AVBL FOR TFC
VIA LFBBUBDX EXC VIA
1. TUPAR DCT CNA DCT UVELI DCT SECHE DCT GAI G36 FINOT
2. SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI G36 FINOT
3. DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI G36 FINOT
4. ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI G36 FINOT
5. ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT NARAK DCT GAI G36 FINOT
6. REPSI DCT LERGA DCT MINSO DCT NARAK DCT GAI G36 FINOT
7. ESIDA DCT LERGA DCT MINSO DCT NARAK DCT GAI G36 FINOT
8. TOPTU DCT TOU G393 FINOT
9. ANETO DCT GONUP DCT TOU G393 FINOT
10. GIROM DCT TOU G393 FINOT
11. DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI G36 FINOT","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
DEPOM DCT DIRMO: FL135-UNL
Other DCTs: FL195-UNL",LF,04 OCT 2024,
LF5752,LFMO,,CM,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFMO,LF,10 FEB 2025,
LF5754,LFCR,"GAI, MEN, ESISI","GAI, MEN, ESISI","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via FJR DCT GAI
2. via TOPTU DCT TOU DCT GAI
3. via GIROM DCT TOU DCT GAI
4. via NATPI DCT TOU DCT GAI
5. via GEANT DCT ROCAN DCT TOU DCT GAI
6. via ANETO DCT GONUP DCT TOU DCT GAI
7. via REPSI DCT LERGA DCT MOKDI A27 MEN
8. via ESIDA DCT LERGA DCT MOKDI A27 MEN
9. via DISAK DCT DIRMO DCT ETAMO DCT ADEKA DCT MOKDI A27 MEN
10. via ERIXU DCT ETAMO DCT ADEKA DCT MOKDI A27 MEN
11. via TUPAR DCT DIDRU DCT LMG DCT MAKOX G36 ESISI
12. via SOPIL DCT BALAN DCT LMG DCT MAKOX G36 ESISI
13. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT MAKOX G36 ESISI
14. via DEPOM DCT DIRMO DCT ETAMO DCT ADEKA DCT MOKDI A27 MEN
15. via SIQLE DCT LAKOB DCT KUKOR DCT ADEKA DCT MOKDI A27 MEN","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
DEPOM DCT DIRMO: FL135-UNL
TOU DCT GAI, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,24 FEB 2023,
LF5758,"LFCH, LFCD",,ASKAN,"COMPULSORY FOR TFC
via ARR LFCH/CD
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT ETPAR DCT ASKAN
2. via LMG DCT CNA DCT ETPAR DCT ASKAN
3. via SECHE DCT ETPAR DCT ASKAN
4. via URUNA DCT BTZ DCT VAVIX [DCT/B19] BMC A25 ETPAR DCT ASKAN","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
BTZ DCT VAVIX:  MEA-UNL
CNA DCT ETPAR, ETPAR DCT ASKAN, SECHE DCT ETPAR: FL055-UNL
Other DCTs: FL195-UNL",LF,25 MAR 2023,
LF5760,LFBS,,LAPOS,"COMPULSORY FOR TFC
ARR LFBS
----------
NOT AVBL FOR TFC
VIA LFBBUBDX EXC VIA
1. TUPAR DCT CNA B19 VAVIX DCT LAPOS
2. LMG DCT UVELI DCT OSMOB DCT VAVIX DCT LAPOS
3. SECHE G39 OBLOC DCT VAVIX DCT LAPOS
4. URUNA DCT BTZ DCT VAVIX DCT LAPOS","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
UVELI DCT OSMOB, OSMOB DCT VAVIX, OBLOC DCT VAVIX, BTZ DCT VAVIX, VAVIX DCT LAPOS:  MEA-UNL
Other DCTs: FL195-UNL",LF,22 MAR 2024,
LF5763,"LFCY, LFXB",,ROYAN,"COMPULSORY FOR TFC
via LFBBFIR except via LFFRASW",H24,Airport connectivity,,LF,01 DEC 2022,
LF5766,LFBL,"(GUERE, PERIG, NORON)",NORON,"COMPULSORY FOR TFC
VIA LFFRASW
----------
NOT AVBL FOR TFC
1. VIA LFFRASW EXC
    a. VIA (DISAK DCT DIRMO DCT GUERE)
    b. VIA (ERIXU DCT ETAMO DCT GUERE)
    c. VIA (ENUPA (DCT, G21) KUKOR DCT RISUN G21 GUERE)
    d. VIA (NOQAS DCT LERGA DCT VALKU DCT LARON G21 GUERE)
    e. VIA (LERGA DCT VALKU DCT LARON G21 GUERE) & DEP (LFML, LFHP)
    f. VIA (TIS DCT VALKU DCT LARON G21 GUERE)
    g. VIA (ANETO DCT AGN DCT PERIG)
    h. VIA (GIROM DCT AGN DCT PERIG)
    i. VIA (NATPI DCT EVNAM DCT PERIG)
    j. VIA (GEANT DCT ROCAN DCT TOU DCT PERIG)
    k. VIA (FJR DCT GAI DCT PERIG)
    l. VIA (URUNA (DCT/R10) BTZ DCT VAVIX DCT OSMOB DCT VELIN R10 NORON)
    m. VIA (DEPOM DCT DIRMO DCT GUERE)","H24
----------
H24
","Airport connectivity
----
to organize ARR in LFBBUBDX, LFFFDODG
NB point 5: LERGA(...) trajectory available for traffic DEP LFML/HP but also for traffic via NOQAS as per 4.","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
OSMOB DCT VELIN, BTZ DCT VAVIX: MEA-UNL
DIRMO DCT GUERE, ETAMO DCT GUERE: FL115 -UNL
DEPOM DCT DIRMO: FL135-UNL
VALKU DCT LARON, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,05 SEP 2024,
LF5768,LFBU,,"CNA, LMG","COMPULSORY FOR TFC
via LFFRASW
----------
NOT AVBL FOR TFC
via LFFRASW except
1. via URUNA [DCT/R10] BTZ DCT VAVIX DCT CNA
2. via AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG
3. via DISAK DCT DIRMO DCT ARTAX DCT BEBIX DCT LMG
4. via ERIXU DCT ETAMO DCT GUERE DCT BEBIX DCT LMG with eng-type(P,T)
5. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT BEBIX DCT LMG 
6. via TIS DCT VALKU DCT LARON G21 LMG
7. via NOQAS DCT LERGA DCT VALKU DCT LARON G21 LMG
8. via LERGA DCT VALKU DCT LARON G21 LMG with DEP LFML/HP
9. via ANETO DCT AGN DCT PERIG A34 LMG
10. via GIROM DCT AGN DCT PERIG A34 LMG
11. via NATPI DCT EVNAM DCT PERIG A34 LMG
12. via GEANT DCT ROCAN DCT TOU DCT PERIG A34 LMG
13. via FJR DCT GAI DCT PERIG A34 LMG
14. via DEPOM DCT DIRMO DCT ARTAX DCT BEBIX DCT LMG","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX
NB point 8: LERGA(...) trajectory available for traffic DEP LFML/HP but also for traffic via NOQAS as per 7.","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
BTZ DCT VAVIX: MEA-UNL
ETAMO DCT GUERE: FL115-UNL
DEPOM DCT DIRMO : FL135-UNL
VALKU DCT LARON, FJR DCT GAI: FL145-UNL
Other DCTs FL195-UNL",LF,12 AUG 2022,
LF5770,LFBP / LFBT,,LMB,"ONLY AVBL FOR TFC
with DEP LFBP/BT/BM/CN/DA/DH/BO/BF/BR/ID",H24,Airport connectivity,,LF,04 NOV 2022,
LF5772,LFMN,,AMFOU,"ONLY AVBL FOR TFC
via ROLIR DCT AMFOU",H24,Airport connection to night time fuel saving route,,LF,14 MAY 2021,
LF5775,LFTW,CM,,"NOT AVBL FOR TFC
1. DEP LFMA
2. VIA MTG A6 CM",H24,"Connection to nearby AD. This traffic should file:
DEP LFMA: LACAZ G701 MTG Y341 SALIN Y25 MARRI
(MTG Y341 / IDELO Z154) BULTO Y341 SALIN Y25 MARRI",,LF,29 NOV 2023,
LF5781,LFMT,,FJR,"ONLY AVBL FOR TFC
dep LFMK/ML/MP/MS/MT/MU/NG",H24,To enable connectivity to LFMT from nearby aerodromes,,LF,09 JUL 2021,
LF5783,LFMT,,BALRU,"ONLY AVBL FOR TFC
dep LFMP/MT/MU",H24,To enable connectivity to LFMT from nearby aerodromes,,LF,09 JUL 2021,
LF5785,LFMP,,PPG,"ONLY AVBL FOR TFC
dep LFMT",H24,To enable connectivity from LFMT,,LF,09 JUL 2021,
LF5788,LFMT,,AKUNU,"ONLY AVBL FOR TFC
dep LFMP",H24,To enable connectivity to LFMT from nearby airport,,LF,09 JUL 2021,
LF5789,LFMT,,ZR,"ONLY AVBL FOR TFC
dep LFMK",H24,To enable connectivity to LFMT ,,LF,09 JUL 2021,
LF5790,"(LFKB, LFKC)",LIBLO,,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC 
    a. VIA ((MADKA,CORSI) DCT AJO A9 LIBLO)
    b. VIA ((BUKID, NESUL) DCT NEGAT DCT AJO A9 LIBLO)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF5791,LFKS,,BREMO,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC 
    a. VIA (KOLON DCT DIVUL G374 BTA DCT BREMO)
    b. VIA (PADKO DCT DIVUL G374 BTA DCT BREMO)
    c. DEP (LFML, LFMI, LFMY, LFMA, LFMQ, LFMV, LFMO, TOULON_GROUP)",H24,LFMM FRA - Flow organization,"BTA DCT BREMO : GND - FL195
(Annex 3B: LF5439)",LF,10 FEB 2025,
LF5792,"(LFKB, LFKC)",NIRDO,,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC 
    a. VIA (KOLON DCT NARTI UP991 NIRDO)
    b. VIA (PADKO DCT DIVUL P856 NIRDO)
    c. DEP (LFML, LFMI, LFMY, LFMA, LFMQ, LFMV, LFMO, TOULON_GROUP)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF5795,LFBA,"LACOU, AGN","SECHE, OVDIL","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI R17 SECHE
2. via LMG A34 LACOU
3. via FJR DCT GAI DCT OVDIL
4. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN
5. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN
6. via NOQAS DCT LERGA DCT MINSO DCT NARAK DCT AGN
7. via GEANT DCT ROCAN DCT TOU R17 AGN
8. via GIROM DCT ASPET A29 AGN
9. via TOPTU DCT GONUP DCT AGN","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR.
FRA rule
In CACD define as per Annex3B:
GAI DCT OVDIL, NARAK DCT AGN, GONUP DCT AGN: MEA-UNL
FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5797,LFBN,,"POI, VERAC","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via ENUPA [DCT/G21] KUKOR DCT LARON DCT GUSON R66 POI
2. via NOQAS DCT LERGA DCT VALKU DCT LARON DCT GUSON R66 POI
3. via LERGA DCT VALKU DCT LARON DCT GUSON R66 POI with DEP LFML/HP
4. via TIS DCT VALKU DCT LARON DCT GUSON R66 POI
5. via URUNA [DCT/R10] BTZ DCT VAVIX DCT CNA B19 VERAC
6. via ANETO DCT AGN DCT SECHE DCT UVELI DCT CNA B19 VERAC
7.  via GIROM DCT AGN DCT SECHE DCT UVELI DCT CNA B19 VERAC
8.  via NATPI DCT EVNAM DCT AGN DCT SECHE DCT UVELI DCT CNA B19 VERAC
9.  via GEANT DCT ROCAN DCT TOU DCT AGN DCT SECHE DCT UVELI DCT CNA B19 VERAC
10. via FJR DCT GAI DCT SECHE DCT UVELI DCT CNA B19 VERAC","H24
----------
H24","Airport connectivity
-----------
To organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
BTZ DCT VAVIX: MEA-UNL
LARON DCT GUSON: FL065-UNL
VALKU DCT LARON, FJR DCT GAI : FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5798,LFBX,,"VELIN, LMG, SECHE","COMPULSORY FOR TFC
via LFFRASW
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA R17 VELIN
2. via URUNA [DCT/R10] BTZ DCT VAVIX DCT OSMOB DCT VELIN
3. via LMG, SECHE
4. via GALOF DCT CNA R17 VELIN","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per  Annex3B:
OSMOB DCT VELIN, BTZ DCT VAVIX: MEA-UNL
Other DCTs: FL195-UNL",LF,29 DEC 2022,
LF5801,LFBR,,"SECHE, NARAK, OGRIL, AFRIC, GONUP","COMPULSORY FOR TFC
via LFFRASW
----------
NOT AVBL FOR TFC
via LFFRASW except
1. via TUPAR DCT CNA DCT UVELI DCT SECHE
2. via GALOF DCT CNA DCT UVELI DCT SECHE
3. via SOPIL DCT BALAN DCT EVPOK DCT NARAK
4. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK
5. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK
6. via REPSI DCT LERGA DCT MINSO DCT NARAK
7. via ESIDA DCT LERGA DCT MINSO DCT NARAK
8. via DISAK DCT DIRMO DCT GUERE DCT ETENU DCT NARAK
9. via ERIXU DCT ETAMO DCT GUERE DCT ETENU DCT NARAK
10. via DISAK DCT DIRMO DCT GUERE DCT NARAK
11. via ERIXU DCT ETAMO DCT GUERE DCT NARAK
12. via SIQLE DCT LAKOB DCT GUERE DCT EVPOK DCT NARAK
13. via FJR DCT AFRIC
14. via GIROM DCT ASPET DCT OGRIL
15. via TOPTU DCT GONUP
16. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK","H24
----------
1..7 H24
8, 9 when LFTRA43AZ and LFTRA43WZ are not active
10, 11 when LFTRA43AZ and LFTRA43CZ and LFTRA43NZ and LFTRA43WZ are not active
12..16 H24","Airport connectivity
----
to organize ARR in LFFRASW","FRA rule
8..11: dependant applicability to prevent early descent in FIR with military activity . All TRA have to be inactive to allow flight planning.
In CACD define as per Annex3B:
MINSO DCT NARAK: MEA-UNL
ASPET DCT OGRIL: FL065-UNL
EVPOK DCT NARAK, ETENU DCT NARAK, GUERE DCT NARAK: FL115-UNL
DEPOM DCT DIRMO: FL135-UNL
UVELI DCT SECHE: FL145-UNL
Other DCTs FL195-UNL",LF,17 JUL 2022,
LF5802,LFLW,,"GILUR, XERAK, ROMAK","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI DCT LAVRA V14 GILUR
2. via TOPTU DCT TOU DCT GAI V12 GILUR
3. via ANETO DCT AGN DCT LAVRA V14 GILUR
4. via GIROM DCT AGN DCT LAVRA V14 GILUR
5. via NATPI DCT EVNAM DCT AGN DCT LAVRA V14 GILUR
6. via GEANT DCT ROCAN DCT TOU DCT AGN DCT LAVRA V14 GILUR
7. via FJR DCT GAI V12 GILUR
8. via ESIDA DCT LERGA DCT MINSO DCT ROMAK
9. via REPSI DCT LERGA DCT MINSO DCT ROMAK
10. via SOPIL DCT BALAN DCT LMG DCT MAKOX G36 ESISI T616 XERAK
11. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT MAKOX G36 ESISI T616 XERAK
12. via DISAK DCT DIRMO DCT ETAMO DCT ADEKA DCT CFA A27 MEN V14 ROMAK
13. via ERIXU DCT ETAMO DCT ADEKA DCT CFA A27 MEN V14 ROMAK
14. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT MAKOX G36 ESISI T616 XERAK
15. via DEPOM DCT DIRMO DCT ETAMO DCT ADEKA DCT CFA A27 MEN V14 ROMAK
16. via SIQLE DCT LAKOB DCT KUKOR DCT ADEKA DCT CFA A27 MEN V14 ROMAK","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
UVELI DCT LAVRA, AGN DCT LAVRA, MINSO DCT ROMAK: MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
FJR DCT GAI : FL145-UNL
Other DCTs: FL195-UNL",LF,18 MAY 2023,
LF5804,LFCC,,"AULON, LACOU, LAVRA, NARAK","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via FJR DCT GAI G36 AULON
2. via TOPTU DCT TOU DCT GAI G36 AULON
3. via TUPAR DCT CNA DCT UVELI DCT SECHE G39 LACOU
4. via ANETO DCT AGN A34 LACOU
5. via GIROM DCT AGN A34 LACOU
6. via NATPI DCT EVNAM DCT AGN A34 LACOU
7. via GEANT DCT ROCAN DCT TOU DCT AGN A34 LACOU
8. via SOPIL DCT BALAN DCT LMG DCT MAKOX G36 LAVRA
9. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA
10. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA
11. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA
12. via TIS DCT VALKU DCT PECNO DCT MAKOX G36 LAVRA
13. via REPSI DCT LERGA DCT MINSO DCT NARAK
14. via ESIDA DCT LERGA DCT MINSO DCT NARAK
15. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
MINSO DCT NARAK : MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,14 APR 2022,
LF5808,LFDJ,,"GAI, AGN, OGRIL, GONUP","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via FJR DCT GAI
2. via SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI
3. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI
4. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI
5. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT NARAK DCT GAI
6. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT GAI
7. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT GAI
8. via TUPAR DCT CNA DCT UVELI DCT AGN
9. via GIROM DCT ASPET DCT OGRIL
10. via TOPTU DCT GONUP
11. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA Rule
In CACD define as per Annex3B:
UVELI DCT AGN: MEA-UNL
ASPET DCT OGRIL: FL65-UNL
DEPOM DCT DIRMO: FL135-UNL
FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5809,LFCI,,GAI,"COMPULSORY FOR TFC
VIA LFBBUBDX
----------
NOT AVBL FOR TFC
VIA LFBBUBDX EXC VIA
1. TUPAR DCT CNA DCT UVELI DCT SECHE DCT GAI
2. SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI
3. DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI
4. ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI
5. ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT NARAK DCT GAI
6. TOPTU DCT TOU DCT GAI
7. GIROM DCT AGN DCT GAI
8. GEANT DCT ROCAN DCT TOU DCT GAI
9. REPSI DCT LERGA DCT MINSO DCT NARAK DCT GAI
10.ESIDA DCT LERGA DCT MINSO DCT NARAK DCT GAI
11.DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
AGN DCT GAI: MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
Other DCTs: FL195-UNL",LF,08 SEP 2023,
LF5812,LFMK,GAI,"RAPES, GAI","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI
2. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI
3. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI
4. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT GAI
5. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT GAI
6. via TOPTU DCT GONUP DCT RAPES
7. via GIROM DCT ASPET DCT OGRIL DCT RAPES
8. via TUPAR DCT CNA DCT UVELI DCT AGN DCT TOU DCT RAPES
9. via  DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK DCT GAI","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
GONUP DCT RAPES, ASPET DCT OGRIL, OGRIL DCT RAPES, TOU DCT RAPES: FL65-UNL
DEPOM DCT DIRMO: FL135-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5813,LFSL,MAKOX,"MAKOX, LAVRA","COMPULSORY FOR TFC
via LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI DCT LAVRA
2. via ANETO DCT AGN DCT LAVRA
3. via GIROM DCT AGN DCT LAVRA
4. via NATPI DCT EVNAM DCT AGN DCT LAVRA
5. via GEANT DCT ROCAN DCT TOU DCT AGN DCT LAVRA
6. via TOPTU DCT TOU DCT GAI G36 LAVRA
7. via FJR DCT GAI G36 LAVRA
8. via REPSI DCT LERGA DCT MINSO DCT ROMAK V14 LAVRA
9. via ESIDA DCT LERGA DCT MINSO DCT ROMAK V14 LAVRA
10. via SOPIL DCT BALAN DCT LMG DCT MAKOX
11. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX
12. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT MAKOX
13. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT MAKOX
14. via TIS DCT VALKU DCT PECNO DCT EVPOK DCT MAKOX
15. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX","H24
----------
H24","Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
UVELI DCT LAVRA, AGN DCT LAVRA: MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022,
LF5814,"LFBH, LFDN",MAREN,,"COMPULSORY FOR TFC
VIA LFFRASW
----------
NOT AVBL FOR TFC
via LFFRASW except
1. via LMG DCT CNA DCT ESUZE A25 MAREN
2. via SECHE DCT VELIN DCT ESUZE A25 MAREN
3. via LUSEM DCT LULUT DCT BMC A25 MAREN
4. via LERGA DCT CNA DCT ESUZE A25 MAREN
   a. via NOQAS DCT LERGA
   b. DEP LFML, LFHP
5. DEP LFBF/BM/BO/BP/BR/BT/BZ/CI/CK/CR/DH/DJ/LW/MK/SL via CNA DCT ESUZE A25 MAREN","H24
----------
H24","Airport connectivity
-----
to organize ARR in LFFRASW","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
CNA DCT ESUZE, VELIN DCT ESUZE: MEA-UNL
other DCTs: FL195-UNL",LF,27 SEP 2023,
