DEP ID,DEP AD,"Last PT SID /
SID ID",DCT DEP PT,DEP FPL Options,"DEP Time
Applicability","DEP Operational
Goal",DEP Remarks,NAS / FAB,"Release
Date"
EN5510,ENBR,,EPOTU,"ONLY AVBL FOR TFC
Via EN / EG boundary",H24,To facilitate correct DEP traffic flow,,EN,
EN5514,ENZV,,SOA,"ONLY AVBL FOR TFC
Type M",H24,To facilitate correct DEP traffic flow,,EN,
EN5548,ENBR,BEGOD,BEGOD,"ONLY AVBL FOR TFC
with ARR 
1. ENHD  / ENHX / ENSX
2. ARR ENZV with 
RFL170/RFL150/RFL130/RFL110/RFL below FL095",H24,To facilitate correct DEP traffic flow,,EN,
LS5511,LSMP,,"BIRKI,SPR","ONLY AVBL FOR TFC
1. Type M
2. State Aircraft",H24,To facilitate flight planning for departure of MIL ACFT.,,LS,
LS5510,LSZR,KPT,,"COMPULSORY FOR TFC
DEP LSZR with ARR EDJA",H24,To facilitate flight planning for departure of regional AD.,,LS,
LS5516,LSHW,,ZUE,"ONLY AVBL FOR TFC
type helicopter",H24,To provide connectivity for departure of hospital to ATS RTE network.,,LS,
LS5512,LSMD,,RONIX,"ONLY AVBL FOR TFC
Type M
with ARR LSME
below FL105",H24,To facilitate flight planning for departure of MIL ACFT.,,LS,
LS5513,LSME,,VIBAX,"ONLY AVBL FOR TFC
Type M
with ARR LSMD
below FL105",H24,To facilitate flight planning for departure of MIL ACFT.,,LS,
EN5547,ENBR,,"BEGOD,EPOTU,GOKAB,INTUM,OLDAS,REKLI,TINIG","NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped 
With RFL above FL095
except Type F70/F100",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,
EN5539,ENVA,,"GOGOX,NIGEX,EVNEN,OSMUM,SOLKA,UTUNA","NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped 
With RFL above FL095",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,
EN5533,ENTO,,"BAKIV,BOMGU,ELKOP,ELVOM,LUTOT,TITUX,VATEX","NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped 
With RFL above FL095",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,
EN5538,ENRY,,"BAKIV,ELKOP,ELVOM,LUTOT,MOGLU,TITUX,VATEX","NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped 
With RFL above FL095",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,
EN5537,ENCN,,"AMSEV,BEDIK,LANTI,RASVI,RIVEX,TIPSO,VAVET","NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped 
With RFL above FL095
except Type F70/F100",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,
EN5528,ENZV,,"ALUVA,BIVKI,GEDLU,LAPOT,ODINU,PEVEB,RUMOG,UPLEV","NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped 
With RFL above FL095
except Type F70/F100",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,
LD5501,LDDU,MADOS,,"ONLY AVBL AND COMPULSORY FOR TFC
Only available and  compulsory for traffic
Via LQSBCTA",H24,MADOS should be used for departures via LQSBCTA only,,LD,
ED5521,EDLP,DOMEG,,"NOT AVBL FOR TFC
ARR EDLW",H24,To force departing traffic onto correct SID,,ED,
LY5511,LYBE,DONIV,,"COMPULSORY FOR TFC
via ETIDA",H24,To preserve segregation of arriving and departing flows for LYBE in SECSI FRA and to avoid sector clipping,,LY,
LJ5532,LJPZ,BARPI,,"ONLY AVBL FOR TFC
via 
RCH",H24,To correctly allocate departures from LJPZ via BARPI SID established for flights towards north. (Alternative are ILB SID),,LJ,
LJ5533,LJPZ,ABLAT,,"ONLY AVBL FOR TFC
via
PUL, CRE, RJK",H24,To correctly allocate departures from LJPZ via ABLAT SID established for flights towards south. (Alternative are ILB SID),,LJ,
LY5502,LYTV,LASTI,,"ONLY AVBL FOR TFC
1. via KOFER, PETAK, PINUK, RODON
2. ARR LYPG",H24,To preserve segregation of arriving and departing flows for LYTV in SECSI FRA,,LY,
LY5503,LYPG,LASTI,,"ONLY AVBL FOR TFC
1. via KOFER, PINUK
2. ARR LYTV",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,
LY5501,LYTV,TIBRI,,"ONLY AVBL FOR TFC
ARR LDDU",H24,To preserve segregation of arriving and departing flows for LYTV in SECSI FRA,,LY,
LY5504,LYPG,LEBGA,,"ONLY AVBL FOR TFC
via PETAK/RODON",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,
LY5506,LYBE,TISAK,,"ONLY AVBL FOR TFC
via PARAK/TONDO",H24,To preserve segregation of arriving and departing flows for LYBE in SECSI FRA,,LY,
LE5610,LEAM,KUNEN,,"COMPULSORY FOR TFC
ARR LEMG",H24,Traffic allocation with neighboring airports,,LE,
LF5598,LFLL,,GOVNA,"ONLY AVBL FOR TFC
ARR LFLB/LP",H24,To connect LFLL to LFLB/LP,,LF,
LF5599,LFLY,,GOVNA,"ONLY AVBL FOR TFC
ARR LFLB/LP",H24,To connect LFLY to LFLB/LP,,LF,
LE5684,LEBL,DUNES,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEMH/SL",H24,Traffic allocation within Barcelona TMA,,LE,
EN5551,ENVA,UTUNA,,"NOT AVBL FOR TFC
DEP ENVA
1. Via sect:ENOS1 
2. Via sect:ESOSN 
3. Via sect:ESOS3",H24,To facilitate correct DEP traffic flow,,EN,
LY5500,"BKPR,LYPR",,DOLEV,"ONLY AVBL FOR TFC
Type NATO",H24,All flights to BKPR / LYPR will be subject from manual processing by the IFPO.,,LY,
EI5508,EICK,VAPAL,,"COMPULSORY FOR TFC
Via  BANBA",H24,To force traffic onto the correct orientation.,,EI,
EI5509,EICK,GOTEM,,"COMPULSORY FOR TFC
Via EVRIN",H24,To force traffic onto the correct orientation.,,EI,
EI5510,EICK,ELTIG,,"COMPULSORY FOR TFC
Via  NORLA",H24,To force traffic onto the correct orientation.,,EI,
EI5511,EICK,ERTER,,"COMPULSORY FOR TFC
Via LEDGO
Except when EGD064 is active",H24,To force traffic onto the correct orientation.,,EI,
LE5707,LECO,,NARBO,"NOT AVBL FOR TFC
ARR MADRID_GROUP
------
COMPULSORY FOR TFC
Via NARBO DCT RITUS with RFL above FL245",H24,"No SID available via  NARBO, expect ATC instructions",,LE,
LE5616,LECO,,STG,"ONLY AVBL FOR TFC
via
ARR LEVX",H24,"To allocate correctly departing traffic
No SID available, expect ATC instructions",,LE,
LE5697,LECO,,SO,"ONLY AVBL FOR TFC
via
ARR LEST",H24,"To allocate correctly departing traffic
No SID available, expect ATC instructions",,LE,
LE5618,LEGE,BGR,,"COMPULSORY FOR TFC
ARR BALEARES_GROUP
Traffic ARR PALMA_GROUP shall file BGR A27 / UN855 KENAS
------
NOT AVBL FOR TFC
Via NENDA",H24,Traffic allocation between Barcelona and Palma TMA,,LE,
LO5548,LOWG,GRZ,,"ONLY AVBL FOR TFC
Type (NOT ALL letters A, B, C, D) equipped",H24,To dedicate NON-RNAV SIDs for NON-RNAV equipped flights only,,LO,
LO5549,LOWL,LNZ,,"ONLY AVBL FOR TFC
Type (NOT ALL letters A, B, C, D) equipped",H24,To dedicate NON-RNAV SIDs for NON-RNAV equipped flights only,,LO,
LE5620,LEGR,,GDA,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEMG",H24,"Traffic allocation within Sevilla TMA
No SID available, expect ATC instructions",,LE,
LO5514,LOWW,LUGEM,,"ONLY AVBL FOR TFC
via
1. LUGEM DCT SUBEN
2. LUGEM DCT KIRDI
------
COMPULSORY FOR TFC
ARR EDDS/FM/SB/TY, ETAR 
with RFL above FL195",H24,To segregate departure flows,,LO,
LO5525,LOWK,KFT,,"ONLY AVBL FOR TFC
1. aircraft unable to use other SIDs due to performance
2. NON-RNAV
3. IFR training flights",H24,To segregate departure flows,,LO,
LO5529,LOWS,SBG,,"ONLY AVBL FOR TFC
1. aircraft unable to use other SIDs due to performance
2. ARR EDM*
3. IFR training flights",H24,To segregate departure flows,,LO,
LE5621,LEGR,MAR,,"COMPULSORY FOR TFC
ARR LEJR",H24,Traffic allocation within Sevilla TMA,,LE,
LE5622,LEGR,SVL,,"COMPULSORY FOR TFC
ARR LEZL",H24,Traffic allocation within Sevilla TMA,,LE,
LE5623,LEGR,VIBAS,,"COMPULSORY FOR TFC
ARR LEAM",H24,Traffic allocation within Sevilla TMA,,LE,
GC5554,GCTS,HIE,,"ONLY AVBL FOR TFC
1. ARR GCHI, or
2. via ROSTA, ORVEK",H24,Traffic allocation within Canarias TMA,,GC,
GC5565,GCXO,HIE,,"ONLY AVBL AND COMPULSORY FOR TFC
1. ARR GCHI, or
2. via ROSTA, ORVEK",H24,Traffic allocation within Canarias TMA,,GC,
LE5632,LEJR,,SVL,"ONLY AVBL FOR TFC
ARR LEZL/JR
------
COMPULSORY FOR TFC
ARR LEZL",H24,"Traffic allocation within Sevilla TMA
No SID available, expect ATC instructions",,LE,
GC5573,GCFV,"SAMAR,VASTO",,"ONLY AVBL FOR TFC
RNAV",H24,RNAV1 GNSS or DME/DME approved,,GC,
GC5566,GCRR,"SAMAR,VASTO",,"ONLY AVBL FOR TFC
RNAV",H24,RNAV1 GNSS or DME/DME approved,,GC,
GC5582,GCLA,TFN,,"COMPULSORY FOR TFC
ARR GCXO
------
NOT AVBL FOR TFC
ARR L***, E***, U***",H24,Traffic allocation within Canarias TMA,,GC,
GC5578,GCFV,,COSTI,"NOT AVBL FOR TFC
ARR L***, E***, U***",H24,"No SID available, expect routing via LORPO-COSTI",,GC,
GC5602,GCFV,,GDV,"ONLY AVBL AND COMPULSORY FOR TFC
Via LIMAL, BIPET, ROSTA",H24,"No SID available, expect routing via LORPO-GDV",,GC,
GC5576,GCFV,LARYS,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCXO/LA",H24,Traffic allocation within Canarias TMA,,GC,
GC5575,GCFV,MAPED,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCRR",H24,Traffic allocation within Canarias TMA,,GC,
GC5597,GCGM,,ARACO,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCLA",H24,"Traffic allocation within Canarias TMA
No SID available, expect ATC instructions.",,GC,
GC5598,GCGM,,HIE,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCHI",H24,"Traffic allocation within Canarias TMA
No SID available, expect ATC instructions",,GC,
GC5593,GCGM,,TFS,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCTS",H24,"Traffic allocation within Canarias TMA
No SID available, expect ATC instructions.",,GC,
GC5584,GCLA,GDV,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCFV",H24,Traffic allocation within Canarias TMA,,GC,
GC5585,GCLA,,HIE,"ONLY AVBL AND COMPULSORY FOR TFC
1. ARR GCHI
2. via ROSTA",H24,"Traffic allocation within Canarias TMA
No SID available expect routing via ARACO-HIE.",,GC,
GC5583,GCLA,LARYS,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCRR",H24,Traffic allocation within Canarias TMA,,GC,
GC5541,GCLP,ARACO,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCLA",H24,Traffic allocation within Canarias TMA,,GC,
GC5542,GCLP,HIE,,"ONLY AVBL AND COMPULSORY FOR TFC
1. ARR GCHI
2. via ROSTA",H24,Traffic allocation within Canarias TMA,,GC,
GC5540,GCLP,KOPUD,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCFV",H24,Traffic allocation within Canarias TMA,,GC,
GC5539,GCLP,RASEP,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCRR",H24,Traffic allocation within Canarias TMA,,GC,
GC5538,GCLP,TFN,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCXO",H24,Traffic allocation within Canarias TMA,,GC,
GC5601,GCRR,,GDV,"ONLY AVBL AND COMPULSORY FOR TFC
via LIMAL, BIPET, ROSTA",H24,"No SID available, expect routing via LORPO-GDV",,GC,
GC5571,GCRR,,COSTI,"NOT AVBL FOR TFC
ARR L***, E***, U***",H24,No SID available expect routing via TENDA-COSTI,,GC,
GC5569,GCRR,TENDA,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCFV",H24,Traffic allocation within Canarias TMA,,GC,
GC5551,GCTS,RASEP,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCRR",H24,Traffic allocation within Canarias TMA,,GC,
GC5549,GCTS,,TFS,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCGM",H24,"Traffic allocation within Canarias TMA
No SID  available, expect ATC   instructions.",,GC,
GC5562,GCXO,ARACO,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCLA",H24,Traffic allocation within Canarias TMA,,GC,
GC5560,GCXO,LARYS,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCRR",H24,Traffic allocation within Canarias TMA,,GC,
LE5631,LEJR,OXACA,,"COMPULSORY FOR TFC
Via OXACA",H24,"Only RNAV SID via OXACA for RWY20 is available. If not RNAV equipped, expect routing via NAVUT-MRN-SVL-OXACA.",,LE,
LE5636,LEMD,VTB,,"NOT AVBL FOR TFC
Via CJN, PALIO, RBO, SIE",H24,To avoid dogleg,,LE,
LE5637,LEMD,,TJZ,"ONLY AVBL AND COMPULSORY FOR TFC
Type M
ARR LETO",H24,"No SID available, expect ATC instructions",,LE,
LE5638,LEMG,,GDA,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEGR",H24,"Traffic allocation within Sevilla TMA
No SID available, expect ATC instructions",,LE,
LE5674,LEMG,BLN,,"ONLY AVBL AND COMPULSORY FOR TFC
via MORAL, ANZAN",H24,To allocate correctly departing traffic,,LE,
LE5639,LEMG,JRZ,,"COMPULSORY FOR TFC
ARR LEJR",H24,Traffic allocation within Sevilla TMA,,LE,
LE5640,LEMG,NESDA,,"COMPULSORY FOR TFC
ARR LEAM",H24,Traffic allocation with neighboring airports,,LE,
LE5676,LEMG,PEPAS,,"ONLY AVBL AND COMPULSORY FOR TFC
via ARPEX",H24,To allocate correctly departing traffic,,LE,
LE5677,LEMG,ROLAS,,"ONLY AVBL AND COMPULSORY FOR TFC
via RESTU",H24,To allocate correctly departing traffic,,LE,
LE5675,LEMG,VIBAS,,"ONLY AVBL AND COMPULSORY FOR TFC
via BAZAS",H24,To allocate correctly departing traffic,,LE,
LE5645,LEMH,LUNIK,,"ONLY AVBL FOR TFC
ARR LEBL/DA/LL/RS 
With RFL below FL195",H24,Traffic allocation between Palma and Barcelona TMA,,LE,
LE5648,LEMH,MAMEB,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR PALMA_GROUP",H24,Traffic allocation within Palma TMA,,LE,
LE5647,LEMH,NEVIC,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEIB",H24,Traffic allocation within Palma TMA,,LE,
LE5654,LEPA,EPAMA,,"NOT AVBL FOR TFC
Via EBROX",H24,To avoid dogleg,,LE,
LE5653,LEPA,ESPOR,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEBL/GE/LL",H24,Traffic allocation between Palma and Barcelona TMA,,LE,
LE5651,LEPA,GALAT,,"NOT AVBL FOR TFC
Via GIROM 
Traffic shall file DRAGO",H24,To allocate correctly departing traffic,,LE,
LE5657,LERI,,"VAB,YES,RESTU,ASTRO,ALT","ONLY AVBL FOR TFC
Type M",H24,"No SID available via:
a. RESTU / ASTRO / ALT, expect ATC instructions.
b. VAB / YES for RWY07, expect ATC instructions.",,LE,
LE5729,LERS,MLA,,"ONLY AVBL FOR TFC
s ARR LEZG",H24,To facilitate correct DEP/ARR traffic flow,,LE,
LE5710,LEST,,NARBO,"NOT AVBL FOR TFC
ARR MADRID_GROUP",H24,"No SID available, expect ATC instructions",,LE,
LE5663,LEST,,STG,"ONLY AVBL FOR TFC
via
ARR LEVX",H24,"To allocate correctly departing traffic
No SID available, expect ATC instructions",,LE,
LE5696,LEST,,SO,"ONLY AVBL FOR TFC
via
ARR LECO",H24,"To allocate correctly departing traffic
No SID available, expect ATC instructions",,LE,
LE5665,LETO,,TJZ,"ONLY AVBL AND COMPULSORY FOR TFC
Type M
ARR LEMD",H24,"No SID available, expect ATC instructions",,LE,
LE5719,LEVC,ASTRO,,"ONLY AVBL FOR TFC
Via XEBAR",H24,Traffic allocation within Valencia TMA,,LE,
LE5666,LEVC,,VLC,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEAB/AL",H24,"Traffic allocation within Valencia TMA
No SID available, expect ATC instructions",,LE,
LE5670,LEVX,,SO,"ONLY AVBL FOR TFC
via
ARR LEST, LECO",H24,"To allocate correctly departing traffic
No SID available, expect ATC instructions",,LE,
LE5668,LEVX,,KORAV,"COMPULSORY FOR TFC
Via KORUL",H24,"To allocate correctly departing traffic
No SID available, expect ATC instructions",,LE,
LE5669,LEVX,,MEGAT,"COMPULSORY FOR TFC
Via LOTEE",H24,"To allocate correctly departing traffic
No SID available, expect ATC instructions",,LE,
LE5671,LEZL,MAR,,"COMPULSORY FOR TFC
ARR LEMG / GR",H24,Traffic allocation within Sevilla TMA,,LE,
UK5521,UKKM,,LUTIK,"ONLY AVBL FOR TFC
ARR UKKT",H24,To facilitate shortest connection between UKKM and UKKT,,UK,
UK5522,UKKM,,KEDUB,"ONLY AVBL FOR TFC
ARR UKBB / UKKK",H24,To facilitate shortest connection between UKKM and UKBB / UKKK,,UK,
UK5523,UKKT,,LUTIK,"ONLY AVBL FOR TFC
ARR UKKM",H24,To facilitate shortest connection between UKKT and UKKM,,UK,
UK5524,UKKT,,KEDUB,"ONLY AVBL FOR TFC
ARR UKBB / UKKK",H24,To facilitate shortest connection between UKKT and UKBB / UKKK,,UK,
UK5525,UKKK,,KEDUB,"ONLY AVBL FOR TFC
ARR UKBB / UKKM / UKKT",H24,To facilitate shortest connection between UKKK and UKBB / UKKM / UKKT,,UK,
UK5526,UKBB,,KEDUB,"ONLY AVBL FOR TFC
ARR UKKK / UKKM / UKKT",H24,To facilitate shortest connection between UKBB and UKKK / UKKM / UKKT,,UK,
LS5577,LSME,,"ASGED,ELMUR,FRI,WIL,RONIX",,H24,To facilitate flight planning for departure,,LS,
LR5567,LRSM,,KARIL,,H24,To provide connectivity from AD with no published SID,,LR,
LF5714,LFDH,,"AUCHE,AGN",,H24,LOA APP/LFBBACC,,LF,
LE5741,LXGB,,"BARPA,GALTO,LINTO,PIMOS,SOVIS",,H24,"No SID available via a.  via SOVIS, expect ATC instructions to avoid LER164. Except routing via PIMOS-XAVIR- SOVIS
b.  Via BARPA/GALTO/LINTO/PIMOS, expect ATC instructions.",,LE,
LE5733,LEAB,,"MOTIL,YES",,H24,"No SID available via MOTIL / YES, expect ATC instructions",,LE,
LF5660,"LFGA,LFGB,LFSM",,OLBEN,,H24,"To provide connectivtiy from
AD with no published SID.",,LF,
LE5738,GEML,,"PEKOP,BERUM,ESAMI",,H24,"No SID available via PEKOP / BERUM /ESAMI, expect ATC instructions",,LE,
LE5734,LEBZ,,"CCS,ROLDO,SANTA,HIJ",,H24,"No SID available via CCS / ROLDO / SANTA / HIJ, expect ATC instructions",,LE,
LE5740,LECO,,"LOMDA,RIVEM,NEXEP",,H24,"No SID available, expect ATC instructions",,LE,
LE5744,LEGR,,MGA,,H24,"No SID available via MGA, expect ATC instructions.",,LE,
LE5750,LERT,"ALCOL,HIJ,MGA,ONUBA,PIMOS",,,H24,"Restrictions apply to civil aircraft, see LERT AD2 item 20",,LE,
LE5745,LESA,,"AVILA,ZMR",,H24,"No SID available via AVILA / ZMR, expect ATC instruction",,LE,
LE5753,LEST,,"LOMDA,RIVEM,NEXEP",,H24,"No SID available, expect ATC instructions",,LE,
LE5735,LEVD,,"ZMR,NEA",,H24,"No SID available via ZMR / NEA, expect ATC instructions",,LE,
LF5717,LFLI,,.,,H24,See LS General ARR DEP Conditions for details,,LF,
LE5736,LEVX,,"RIVEM,NEXEP",,H24,"No SID available, expect ATC instructions",,LE,
UK5506,UKON,,"BITRU,KESAM,KOSAK,MOKAD,RAPUL",,H24,To facilitate flight planning for departure.,,UK,
ESEN5501,ESKS, BATOV / GIBDO / LOMLA / PUMJI,,"COMPULSORY FOR TFC
Via ENORFIR above FL095",H24,To force traffic onto dedicated SID and comply with ATM system requirements,,"ES, EN",08 NOV 2019
LF5595,"PARIS_GROUP,LFOB",EVX,,"NOT AVBL FOR TFC
DEP_PARIS_GROUP/LFOB Via LGL, PODEM",H24,"To segregate SID EVX and SID LGL departures, this traffic should file existing SID LGL
On safety grounds : sharp turn, more complexity, less predictability.
These traffic should file existing northbound SID : OPALE/ATREX/NURMO .",,LF,29 NOV 2019
LF5506,LFTZ,,LERMA,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LFMD/MN",H24,To comply with FDPS and local roundabout,,LF,19 NOV 2019
LS5575,LSMA,,"ASGED,GERSA,WIL",,H24,To facilitate flight planning for departure of MIL ACFT.,,LS,20 NOV 2019
LS5573,LSMM,,"ASGED,GERSA,WIL",,H24,To facilitate flight planning for departure of MIL ACFT.,,LS,20 NOV 2019
EG5698,EGCN,,"ROGAG,UPTON","NOT AVBL FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped",H24,NON RNAV TRAFFIC DCT,,EG,25 JAN 2020
EG5620,EGCN,ROGAG,,"ONLY AVBL FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped",H24,RNAV 1 SIDS FOR L603 AND Y70 VIA ROGAG DCT SUPEL,,EG,25 JAN 2020
EG5621,EGCN,UPTON,,"ONLY AVBL FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped",H24,"RNAV1 SIDS FOR N601 / P18 / M605 VIA UPTO DCT POL.
L975 AND ROSUN 2E",,EG,25 JAN 2020
EI5500,EIDW,,DUB,"ONLY AVBL FOR TFC
1. Non-RNAV below FL060
2. Via DUB L975 INKUR",H24,2. To shorten DEP SID to INKUR,,EI,27 NOV 2019
EG5711,EGBB,DTY,,"NOT AVBL FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
1. Via (LELNA/LORKU/ORTAC/SITET)
2. Via (XAMAB/XIDIL)",H24,"This traffic shall file via
1. ADMEX/CPT SIDs
2. COWLY/ADMEX SIDs",,EG,27 DEC 2019
LS5559,LSMP,,LS103 / FRI,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide conectivity from AD to LFN,,LS,27 DEC 2019
EG5691,EGLF,GWC1F / 1L ,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,"New RNAV! only SID for EGLF departures, for routes via GWC  / OTSID, there are no RNAV5 SIDS",,EG,25 JAN 2020
EG5712,EGLF,HAZEL1F / 1L,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,"RNAV1 SIDS For routes via  KENET, NORRY, OCK SAM, THERE ARE NO RNAV5 SIDS OR DCT'S",,EG,25 JAN 2020
LF5803,LFCC,,"LACOU, PERIG, AGN, GAI, NARAK, AULON, LAVRA",,H24,Airport connectivity,,LF,25 JAN 2020
ES5500,ESSA / ESSB,ARS,,"NOT AVBL FOR TFC
DEP ESSA / SB
Above FL095
Except
1. Via ARS N623 BEDLA N866 LAPSI
DEP ESSA
2. Via ARS N623 BEDLA P609 KSD
3. Via ARS N623 IBGAX
  Not available  crossing  ESOS3 - ENOS1 boundary
  Not available via sect:ENOS3 except via NIBNO
4. Via ARS - PERAX
DEP ESSB
5. ARR  STOCKHOLM_AREA",H24,"To facilitate correct DEP traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5501,ESSA,BABAP,,"NOT AVBL FOR TFC
Above FL095
DEP ESSA
Except
1.Via BABAP P607 APTUG M851 NISIX
2. Via BABAP P607 TOMBU
3. Via BABAP P156 NEKLA
4. Via BABAP N5 ODIBI
5. Via BABAP T316 NEPVA
6. Via ESAA-EKDKFIR boundary or ESAA- EDWWFIR boundary or ESAA-EDUUUIR 
Except Via BABAP T316 VSB - KAL",H24,"To facilitate correct DEP traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5502,ESSA / ESSB,TOVRI,,"NOT AVBL FOR TFC
Above FL095
DEP ESSA / SB
Except
1. Via TOVRI  N851 RIKUM
2. ARR  STOCKHOLM_AREA",H24,"To facilitate correct DEP traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5503,ESSB,TINKA,,"NOT AVBL FOR TFC
Above FL095
DEP ESSB
Except 
1. Via TINKA Y42 DEPEX N866 LAPSI
2. ARR STOCKHOLM_AREA",H24,"To facilitate correct DEP traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5505,ESGG,LABAN,,"NOT AVBL FOR TFC
Above FL095
DEP ESGG 
Except
1. Via LABAN [N873 DETSO] / [Y430 UMTON]
2. ARR GOTHENBURG_AREA",H24,"To facilitate correct DEP traffic flow
Goeteborg TMA",,ES,18 JAN 2020
ES5506,ESGG,NEGIL,,"NOT AVBL FOR TFC
Above FL095
DEP ESGG
Except
1. Via NEGIL M852 OGIRO
2. ARR GOTHENBURG_AREA",H24,"To facilitate correct DEP traffic flow
Goeteborg TMA",,ES,18 JAN 2020
ES5507,ESGG,SABAK,,"NOT AVBL FOR TFC
Above FL095
 DEP ESGG
Except 
1. Via SABAK [L617 REPKU] / [L997 XENTA] 
2. ARR  GOTHENBURG_AREA",H24,"To facilitate correct DEP traffic flow
Goeteborg TMA",,ES,18 JAN 2020
ES5508,ESGG,TOPLA,,"NOT AVBL FOR TFC
Above FL095
DEP ESGG
1. Via sect::EKDKA, EKDKUA, EKDKE  except via TOPLA L996  ERNOV
2. Via sect:EKDKC, EKDKUC, EKDKL, EKDKV, EKDKUV",H24,To facilitate correct DEP traffic flow Goeteborg TMA,,ES,18 JAN 2020
ES5510,FARRIS_GROUP /  OSLO_GROUP,MASEV,,"NOT AVBL FOR TFC
Above FL095
1. DEP FARRIS_GROUP, OSLO_GROUP, 
Via sect:ESMMCTA, ESOS7, ESOS8 
Except
a. via MASEV Z183 LEGPO 
b. ARR SATENAS_GROUP, KARKSTAD_GROUP
2. ARR OSTGOTA_GROUP
Except via MASEV Z183 LEGPO",H24,"To facilitate correct DEP traffic flow. Traffic leaving Swedish airspace North of 60 degrees north is not affected by this restriction.
Oslo / Farris TMA",,ES,18 JAN 2020
ES5513,FARRIS_GROUP,VATEX,,"NOT AVBL FOR TFC
Above FL095
DEP FARRIS_GROUP
Except 
1. Via VATEX [P609 KSD] / [Z166 NIBNO] 
2. ARR SATENAS_GROUP, KARLSTAD_GROUP",H24,"To facilitate correct DEP traffic flow
Oslo / Farris TMA",,ES,18 JAN 2020
ES5514,ESSB,,TEB,"COMPULSORY FOR TFC
ARR ESSA",H24,To force traffic onto the correct DEP/ARR route,,ES,18 JAN 2020
ES5516,ESSSA / ESSB,NOSLI,,"NOT AVBL FOR TFC
Above FL095
DEP ESSA / SB
Via sect:EKDKC, EKDKUC, EKDKV, EKDKUV 
------
NOT AVBL FOR TFC
Above FL095
DEP ESSA / SB
Except
1. Via NOSLI N850 [ABAMA
2. Via NOSLI N850 TONSA L87 VIBAR with   ARR ES**, EKRN
3. ARR  STOCKHOLM_AREA",H24,"To facilitate correct DEP traffic flow.
Stockholm TMA",,ES,18 JAN 2020
