ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date"
LI2019,,,,LIBBCTA,"NOT AVBL FOR TFC
Above FL305
ARR LIRN 
1.	DEP LIP*
This traffic shall file via GOTMO/ERDON DCT EVULI
2.	Via RESIA/SUXAN/NATAG/GIRIS/DIRAB/OLPIX/LIKDA
This traffic shall file via GOTMO/ERDON DCT EVULI","AIRAC JUN..AIRAC OCT
H24",C,To force traffic via STAR and to offload LIBBCTA,,,LI,28 JUL 2022
YX2038,,,,EDYYUTA,"NOT AVBL FOR TFC
DEP EDDH, EDHI
except-via
1. BASUM M170 OSN
2. AMLUH M852 DENIX DCT (RIMET, ZUCKA)
3. ELSOB L619 GOLEN
4. WSN N125 IGREF
5. IDEKO N850 NIE
6. LUGEG P605 MEGAR
7. EKERN M852 ALASA
8. ELSOB P992 ATTUS
9. AMLUH M852 DENIX DCT OBATU DCT BERXO",H24,S,Connecting Routes to / from Maastricht UAC. Flight plans which follow one of the given route options can enter the airspace volume which is controlled by Maastricht UAC. Flight plans which follow other routes (which are not listed in column F) shall laterally or vertically (profile shall stay below FL245) avoid entering the airspace of Maastricht UAC.,,"(EDYYUAC,
EDWWACC)",YX,29 JUL 2022
LF2187,,,,LFFFSDS,"NOT AVBL FOR TFC
DEP PARIS_GROUP and VIA LGL",H24,S,trafic organization : shall file SID south,,LFFFACC,LF,01 AUG 2022
EG3416,L607,YORQI,UNZIB,,"COMPULSORY FOR TFC
DEP SEVERN_GROUP
Via NUCHU
With RFL Above FL105 in EG",H24,S,To enforce standard routeings and ensure crew flight data reflects ATC clearances. ,,EG**ACC,EG,08 FEB 2023
EG3417,,,,SITET,"NOT AVBL FOR TFC
Via (BAKUR, RUKOH, ENJEX, BANBA, EVRIN) and then via EGTTFRAW 
Except DEP DUBLIN_GROUP 
1. via (AVZAC, DIQSE) and-then ICOSA DCT RUHUN and-then UNZIB and-then NUCHU
2. via (BAKUR, RUKOH) and-then TIKCA and-then PEWBI and-then OXLOW",H24,S,"Traffic segregation.  Irish overflights and traffic departing other Irish airfields routeing via EGTTFRAW to SITET shall file via sector 09 entry fixes e.g. NORLA, LULOX.",,EG**ACC,EG,08 FEB 2023
EG3418,,,,XAMAB/XIDIL,"NOT AVBL FOR TFC
Via (BAKUR, RUKOH, ENJEX, BANBA, EVRIN) and then via EGTTFRAW 
Except 
1. Via ENJEX DCT HOTXI
2. Via BANBA and-then DIQSE and-then ICOSA and-then RUHUN and-then UNZIB and-then NUCHU
3. via EVRIN and-then JETZI DCT OGLUN and-then CAWZE and-then SIRIC
4. DEP EI** via (AVZAC, DIQSE) and-then ICOSA and-then RUHUN and-then UNZIB and-then NUCHU",H24,S,Traffic segregation. To reflect operational procedures and LOAs.,,EG**ACC,EG,08 FEB 2023
EG3420,,,,RUHUN,"COMPULSORY FOR TFC
1. DEP EI 
    With RFL above FL245 in EG
    Via (BAKUR, RUKOH, ENJEX, BANBA)
    And then-via (MOTOX, KONAN, VABIK)
2. With RFL above FL245 in EG
    Via (DIQSE, AVZAC) and-then (HAWFA, YORQI, NUCHU)",H24,S,"1. Traffic orientation.  This traffic shall file DIQSE/AVZAC DCT RUHUN DCT NUCHU.
2. To ensure correct FDP and reflect operational procedures.",,EG**ACC,EG,08 FEB 2023
EH2239,,,,"(ANETS, INLOD, GOBNO, MAPAD, OGBOL, PINUS, ROFAC, SUMAS, TINIK)","NOT AVBL FOR TFC
below FL055",H24,S,To prevent FDP processing issues by misuse of waypoints of routes in delegated airspaces,not (yet) coded in AAA system,EHAAACC,EH,03 AUG 2022
EG3422,N96,ROKAN,EVTAR,,"NOT AVBL FOR TFC
1. ARR (EGNT, EGNV)
2. ARR SCOTTISH_GROUP (except EGPN)
3. Via (GOMUP, IBROD, AMLAD, MIMKU, APSOV, KUGUR, LUTOV, NIBOG)",H24,S,"To reflect operational procedures.
2. & 3. This traffic shall file via N97 NATEB.",,EG**ACC,EG,06 OCT 2022
EG3423,N96,EVTAR   ,ROKAN,,"NOT AVBL FOR TFC
1. DEP SCOTTISH_GROUP (except EGPN)
2. Via (GINGA, IBROD, AMLAD, MIMKU, APSOV, KUGUR, LUTOV, NIBOG)",H24,S,"To reflect operational procedures.
2. & 3. This traffic shall file via NATEB N97.",,EG**ACC,EG,06 OCT 2022
EG2116,M982,ROKAN,ROBEM,,"NOT AVBL FOR TFC
1. ARR (EGNT, EGNV)
2. ARR SCOTTISH_GROUP
3. Via (GOMUP, IBROD, AMLAD, MIMKU, APSOV, KUGUR, LUTOV, NIBOG)",H24,S,"To reflect operational procedures.
2. & 3. This traffic shall file via N97 NATEB.",,,EG,06 OCT 2022
EG3424,M982,ROBEM,ROKAN,,"NOT AVBL FOR TFC
1. DEP (EGNT, EGNV)
2. DEP SCOTTISH_GROUP
3. Via (GOMUP, IBROD, AMLAD, MIMKU, APSOV, KUGUR, LUTOV, NIBOG)",H24,S,"To reflect operational procedures.
2. & 3. This traffic shall file via NATEB N97.",,EG**ACC,EG,06 OCT 2022
LE2445,,,,MARIO,"NOT AVBL FOR TFC
via (SSN, ARVID, NETUK)
Except ARR/DEP LESO",H24,S,To force traffic on specific routes and to stop traffic turnings.,,LECMACC,LE,04 AUG 2022
EG3425,,,,TINAN,"NOT AVBL FOR TFC
Via EGTTFRAW
Except within the activated vertical limits of EGD013Z5",H24,S,"To ensure FDP compatible FRA routeings.
TINAN is a danger area avoidance waypoint to used when the EGD013Z5 (EGD013 5nm buffer) is promulgated active at the filed FL and the standard routeings between SIDDI/JOZMA/FONZU/DAWLY and GIBSO/OTMET are therefore unavailable",,EG**ACC,EG,08 FEB 2023
EG3426,L722,HABCI,SANDY,,"ONLY AVBL FOR TFC
Via SIRIC and-then MOTOX
------
NOT AVBL FOR TFC
ARR/DEP EG**",H24,S,To reflect operational procedures and ensure correct FDP.,,EG**ACC,EG,08 FEB 2023
EG3427,L722,SANDY,HABCI,,"ONLY AVBL FOR TFC
Via ICTAM
------
NOT AVBL FOR TFC
ARR/DEP EG**",H24,S,To reflect operational procedures and ensure correct FDP.  L722 is for UK overflights routeing between SANDY and ICTAM.,,EG**ACC,EG,08 FEB 2023
EG3428,L722,HABCI,ICTAM,,"ONLY AVBL FOR TFC
Via SANDY
------
NOT AVBL FOR TFC
ARR/DEP EG**",H24,S,To reflect operational procedures and ensure correct FDP.  L722 is for UK overflights routeing between SANDY and ICTAM.,,EG**ACC,EG,08 FEB 2023
EG3429,,,,ELNIF  ,"COMPULSORY FOR TFC
Via (ATHAS, BEPHE) 
Except
1. ARR BRIZE_GROUP, EGBP
2. Via OXCUD and-then ZIPWE",H24,S,To reflect operational procedures and ensure correct FDP. ,,EG**ACC,EG,08 FEB 2023
EG3430,,,,ZESPE,"COMPULSORY FOR TFC
Via (ATHAS, BEPHE) and-then EGTTFRAW and-then (KLAKI, MANIG, SALCO, SIDHO, SKERY, TONQU, ANNET, JOZMA)",H24,S,To reflect operational procedures and ensure correct FDP. ,,EG**ACC,EG,08 FEB 2023
EG3431,,,,ABWIV,"COMPULSORY FOR TFC
Via ALHUP and-then EGTTFRAW and-then (PACSE, SIDHO, KLAKI, TONQU, SKERY, SALCO, MANIG, ANNET, JOZMA)",H24,S,To reflect operational procedures and ensure correct FDP. ,,EG**ACC,EG,08 FEB 2023
EG3432,,,,ACCOP,"COMPULSORY FOR TFC
Via  (EPACE, SHIRI, TOJAQ, SKERY, NOZHU) and-then EGTTFRAW and-then (MOCQO, PEPZE)",H24,S,To reflect operational procedures and ensure correct FDP. ,,EG**ACC,EG,08 FEB 2023
LT2115,T/UT315,NUGBA,GUMRU,,"ONLY AVBL FOR TFC
ARR LTAS",H24,S,To avoid complexity climbing/descending trafic and to provide connection for LTAS Airport Arrivals,,,LT,05 AUG 2022
LT2116,UN739,EKI,TUMER,,"ONLY AVBL FOR TFC
via EKI - MUT, DOREN, VESAR",H24,S,To avoid complexity and to segregate overflights with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2117,T/UT35,IST,TEKDO,,"ONLY AVBL FOR TFC
1. DEP LTFM
2. Via RIXEN - TOMBI",H24,S,To avoid complexity and to segregate overflights with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2118,M/UM19,ADORU,IBODU,,"ONLY AVBL FOR TFC
ARR LTFJ",H24,S,To avoid complexity and to segregate overflights with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2119,UL742,RIXEN,MUT,,"COMPULSORY FOR TFC
via RIXEN - MUT, VESAR, DOREN",H24,S,To avoid complexity and to segregate overflights with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2120,T/UT341,ASMAP,BAG,,"COMPULSORY FOR TFC
via ASMAP - BAG",H24,S,To avoid complexity and to segregate overflights with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2121,T/UT380,ASMAP,TOKER,,"ONLY AVBL FOR TFC
ARR LTBY/BI",H24,S,To avoid complexity and to segregate overflights with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2122,T/UT57,PETAR,VEVUD,,"ONLY AVBL FOR TFC
ARR LTBA",H24,S,To avoid complexity and to segregate overflights with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2123,UQ23,AYT,OSVEL,,"COMPULSORY FOR TFC
via AYT - MAKOL except DEP LTAI/FG",H24,S,To avoid complexity and to segregate overflights with departures from LT Airports. ,,,LT,05 AUG 2022
LT2124,Q/UQ26,AYT,DIGBO,,"COMPULSORY FOR TFC
via AYT - VADEN, TUDBU
except DEP LTAI/FG",H24,S,To avoid complexity and to segregate overflights with departures from LT Airports. ,,,LT,05 AUG 2022
LT2125,M/UM855,KFK,BKZ,,"ONLY AVBL FOR TFC
ARR LTFM/BU/BA/BR/BQ",H24,S,To avoid complexity and to segregate departures with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2126,T/UT615,SISPI,SULTA,,"ONLY AVBL FOR TFC
ARR LTBR",H24,S,To avoid complexity and to segregate departures with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2127,L/UL610,EKSEN,YAA,,"ONLY AVBL FOR TFC
ARR LTFJ/BU",H24,S,To avoid complexity and to segregate departures with arrivals to LT Airports. ,,,LT,05 AUG 2022
LT2128,T/UT338,RORMU,EDASA,,"NOT AVBL FOR TFC
via VESAR, DOREN
THIS TRAFFIC SHALL FILE RORMU ERVAG IRGAK VAPEK KETEK UMDOT DOREN/VESAR",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2129,T/UT680,RORMU,KARGI,,"ONLY AVBL FOR TFC
ARR LTBZ",H24,S,To avoid complexity climbing/descending trafic and to provide connection for LTBZ Airport Arrivals,,,LT,05 AUG 2022
LT2131,T/UT409,NUMTI,KARGI,,"ONLY AVBL FOR TFC
ARR LTBZ",H24,S,To avoid complexity climbing/descending trafic and to provide connection for LTBZ Airport Arrivals,,,LT,05 AUG 2022
LT2132,T/UT179,ERVAG,KFK,,"ONLY AVBL FOR TFC
ARR LTAN",H24,S,To avoid complexity climbing/descending trafic and to provide connection for LTAN Airport Arrivals,,,LT,05 AUG 2022
LT2135,T/UT76,DOKUB,KFK,,"ONLY AVBL FOR TFC
ARR LTAN",H24,S,To avoid complexity climbing/descending trafic and to provide connection for LTAN Airport Arrivals,,,LT,05 AUG 2022
LT2136,T/UT305,ERVAG,TEKDO,,"ONLY AVBL FOR TFC
ARR LTAI/FG/AY",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2142,T/UT69,BAKPI,BABSA,,"ONLY AVBL AND COMPULSORY FOR TFC
via RIXEN ARR LTAI/FG",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2138,Z/UZ713,DUGLA,INBET,,"ONLY AVBL FOR TFC
ARR LTFM",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2139,Y/UY371,DUGLA,IZMAL,,"ONLY AVBL FOR TFC
ARR LTFJ",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2140,,,,IVGUS,"ONLY AVBL FOR TFC
DEP LTFM/BA/FJ/BU",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2141,T/UT162,DIGTI,DRAMO,,"ONLY AVBL FOR TFC
ARR LTFM/BA/FJ/BU",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2143,M/UM855,IRGAK,EKSEN,,"NOT AVBL FOR TFC
ARR LTAI/FG",H24,S,To avoid complexity and to segregate overflights and  arrivals/departures to/from LT Airports. ,,,LT,05 AUG 2022
LT2130,"B/UB545, L/UL620",KFK,OSGED,,"ONLY AVBL FOR TFC
DEP LTAN",H24,S,To avoid complexity climbing/descending trafic and to provide connection for LTAN Airport Departures,,,LT,05 AUG 2022
LM2093,,,,LMMLTMA,"NOT AVBL FOR TFC
DEP LMML WITH ARR LICD
Except via OBITA P624 LUZOT",H24,C,To force traffic on specific routes and segregate LMML arrivals and departures,,,LM,08 AUG 2022
LK2421,,,,LKAAFIR,"NOT AVBL FOR TFC
DEP PRAGUE_GROUP, LKKV and ARR LKMT
ABV FL095 IN LKAAFIR
except
1. via VOZ DCT BODAL and then BAXEV, UPLAV
2. via VOZ DCT LIKSA and then UPLAV",H24,S,LK city-pair mandatory connectivity,,LKAAACC,LK,04 JAN 2023
LK2327,,,,BUDEX,"NOT AVBL FOR TFC
1. crossing LO-LK boundary
except
ARR PRAGUE_GROUP, LKPD/CV/KV, LKVFR_GROUP
2. DEP LKAAFIR
except
DEP LKVFR_GROUP",H24,S,Implementation of FRA,,,LK,04 JAN 2023
LF2053,UM189,AKIKI,EPATI,,"ONLY AVBL FOR TFC
DEP EGJ*",H24,S,specific route for departure Channel Island,,LFRRACC,LF,12 AUG 2022
LE3000,,,,IBA,"NOT AVBL FOR TFC
ARR LEPA",H24,S,TO ALLOCATE CORRECTLY ARRIVING TRAFFIC,,LECPACC,LE,18 AUG 2022
LK2406,,,,OKL,"NOT AVBL FOR TFC
DEP TMAPRVFR_GROUP, LKMH
except
1. via GOLOP DCT OKL
2. via ODLIV DCT OKL
3. via VLM DCT OKL
4. via APRAQ DCT OKL
5. via LOMKI DCT OKL
6. via ODPAL DCT OKL",H24,C,"To forbid planning VFR/IFR change above LKPR

This traffic shal file
GOLOP IFR DCT OKL
ODLIV IFR DCT OKL
VLM IFR DCT OKL
APRAQ IFR DCT OKL
LOMKI IFR DCT OKL
ODPAL IFR DCT OKL",,LKPRAPP,LK,04 JAN 2023
LE2000,,,,"(SIE, RBO, EDIGO, OSTIX, GASMO, DGO, CEGAM, BAGAS, SSN, URUNA, LUSEM, ABRIX)","NOT AVBL FOR TFC
DEP LEMD WITH ARR EB/EH/EL/LF/ED/EK above FL345",SAT..SUN 06:40..08:20 (05:20..07:00) ,C,"To offload LECMPAU sector. This traffic should file below FL345 until ABRIX / LUSEM / URUNA. 
Scenarios FL5PAU & FL6PAU implemented as RAD on weekends early morning",,LECMACC,LE,11 AUG 2022
EG2791,UP6,KOLID,TUPEM,,"NOT AVBL FOR TFC
1. DEP MANCHESTER_GROUP
2. ARR EGNS
3. Via MIMVA",H24,S,"1. This traffic shall file via BAGSO/KELLY/AGLIL
2. This traffic shall file RODOL UL28 PENIL/RODOL UL28 AGLIL M146
3. To reflect operational procedures and ensure correct FDP.  This traffic shall file via GETNO.",,,EG,12 AUG 2022
LK2371,,,,RASAN,"ONLY AVBL FOR TFC
1. via LANUX, BUDEX, RUDAP, NIRGO, OKG, RAPET
2. via DITIS
3. ARR LKAAFIR via RASAN DCT ASTEL
4. via P861 below FL95 at RASAN
------
NOT AVBL FOR TFC
ARR LKTB/KU/MT","1.3.4. H24
2. 23:00..05:00 (22:00..04:00) 
------
H24",S,"Implementation of FRA

Traffic via LANUX shall file RASAN DCT ASTEL DCT LEGAZ and then VOZ DCT LANUX
Traffic via BUDEX, RUDAP, OKG, RAPET shall file RASAN DCT ASTEL and then BUDEX, RUDAP, OKG, RAPET
Traffic via NIRGO shall file RASAN DCT ASTEL DCT IPRUX DCT NIRGO
Traffic through TMA Praha shall file RASAN DCT ASTEL DCT GOLOP DCT OKL DCT DOBEN, VOZ",,,LK,04 JAN 2023
LK2380,,,,TOMTI,"NOT AVBL FOR TFC
crossing EP-LK boundary
except
1. via LANUX, BUDEX, RUDAP, NIRGO, OKG, RAPET
2. via DITIS
3. ARR LKAAFIR via TOMTI DCT ASTEL
4. via N869 below FL95 at TOMTI
------
NOT AVBL FOR TFC
ARR/DEP LKMT/TB/KU","1.3.4. H24
2. 23:00..05:00 (22:00..04:00)
------
H24",S,"Implementation of FRA

Traffic via LANUX shall file TOMTI DCT ASTEL DCT LEGAZ and then VOZ DCT LANUX
Traffic via BUDEX, RUDAP, OKG, RAPET shall file TOMTI DCT ASTEL and then BUDEX, RUDAP, OKG, RAPET
Traffic via NIRGO shall file TOMTI DCT ASTEL DCT IPRUX DCT NIRGO
Traffic through TMA Praha shall file TOMTI DCT ASTEL DCT GOLOP DCT OKL DCT DOBEN, VOZ",,,LK,04 JAN 2023
EG3435,N83,ENJEX,KAWGE,,"ONLY AVBL FOR TFC
acft-eqpt NOT (D1,D2,D3,D4,O1,O2,O3,O4)
Via KAWGE DCT FIFAH",H24,S,To enable low level connectivity for RNAV5 traffic from ENJEX to FIFAH.,,EG**ACC,EG,08 FEB 2023
EDYX1151,,,,NOMKA,"NOT AVBL FOR TFC
ARR EDDB
EXC DEP (EGBB, EGCC, EGCN, EGN*, EGP*, EH**, EI**)
Between FL325-FL355 at NOMKA",H24,C,"To limit the alternative route option ARR EDDB via NOMKA.  NOMKA shall only be used by flights which originally intend to plan via BATEL but are subject to traffic regulations in Bremen ACC. Flights departing from aerodromes in southern England, Belgium, Luxembourg, France or even further from the southwest shall file via MUAC Brussels sectors (via LIMGO, BITBU, MATUG, OGLOR) and then EDUU Central sectors (via MASEK).",,"(EDUUUAC, EDYYUAC)","ED,YX",18 AUG 2022
LS2938,B16,CBY ,PAS ,,"NOT AVBL FOR TFC
DEP LSGG
WITH ARR EB**;EH**;ED**",H24,S,To avoid wrong flight planning ,,LSAGACC,LS,26 AUG 2022
LK2320,,,,BEFRE,"ONLY AVBL FOR TFC
ARR EDDB/DP, HAVEL_GROUP",H24,S,"Implementation of  FRA

Other traffic shall file HDO",,,LK,04 JAN 2023
LK2404,,,,"LKAANSLM, LKAANSHT","NOT AVBL FOR TFC
via MAREM and then BUDEX",H24,C,"To prevent sector clipping

This traffic shall file MAREM DCT BUDEX",,LKAAACC,LK,04 JAN 2023
LK2336,,,,ENORU,"NOT AVBL FOR TFC
DEP LKAAFIR",H24,S,"Implementation of FRA

DEP LKAAFIR shall file LAGAR, TOMTI",,,LK,04 JAN 2023
LK2337,,,,GAVLI,"ONLY AVBL FOR TFC
ARR EDDB, EDAZ, HAVEL_GROUP
------
NOT AVBL FOR TFC
DEP LKAAFIR",H24,S,"Implementation of FRA

Other traffic shall file AGNAV DCT SUPIL DCT KILNU",,,LK,04 JAN 2023
LK2334,,,,ELVOT,"ONLY AVBL FOR TFC
1. via LANUX, BUDEX, RUDAP
2. via NIRGO
------
NOT AVBL FOR TFC
with RFL below FL355 in LK","1. H24
2. 23:00..05:00 (22:00..04:00) 
------
05:00..23:00 (04:00..22:00)",S,"Implementation of FRA

Traffic below FL355 shall file RASAN, TOMTI",,,LK,04 JAN 2023
LK2386,,,,UTEVO,"ONLY AVBL FOR TFC
via  BAVRI, RUDAP, OKG, RAPET, VARIK, VEXIL, HDO, BEFRE",H24,S,"Implementation of FRA

Traffic via BAVRI shall file UTEVO DCT VOZ  DCT BAVRI
ARR LKAAFIR shall file BAVOK, PADKA",,,LK,04 JAN 2023
LK2391,,,,VESUB,"ONLY AVBL FOR TFC
ARR EDMMFIR, LOWS/LOWL
except
DEP LKAAFIR",H24,S,"Implementation of FRA

Other traffic shall file RUDAP",,,LK,04 JAN 2023
LK2399,,,,"LKAANM, LKAANHT","NOT AVBL FOR TFC
ARR LKAAFIR via TUSIN",05:00..23:00 (04:00..22:00),C,"To prevent sector-clipping

Suggested route TUSIN DCT UPLAV",,,LK,04 JAN 2023
LK2400,M992,ADADO,UTEVO,,"NOT AVBL FOR TFC
via EPWWTL, EPPOTAS",H24,C,"To prevent flight planning through EPWW, EPPO AoR",Below KLODZKO area,LKAAACC,LK,04 JAN 2023
EDYX1152,Z111,PITES,OBIGA,,"ONLY AVBL FOR TFC
ARR (EDDF, EDFE, EDFZ, ETOU)
------
NOT AVBL FOR TFC
VIA EDYYBLUX BLW FL250 AT PITES",H24,S,"To segregate arriving traffic from transit traffic.
ATS segment subject to AUP (CDR1 and EDR205).
Flights via Maastricht UAC LUX sector shall plan to cross PITES at or above FL250. An early descent to cross PITES below FL250 shall be avoided.",,"EDGGACC, EDYYUAC","ED,YX",17 AUG 2022
LF3262,"Z154,UY268",TINOT,RUBAS,,"COMPULSORY FOR TFC
DEP LFML
With ARR LFKJ/KF","05:00..19:00 (04:00..18:00)
When LFD54BNZ and LFD54AZ and LFD54A1Z and LFD54A2Z and LFD54A3Z and LFD54A4Z and LFD54CZ and LFD54CSZ and LFZMED1Z and LFZMED2Z and LFZMED3Z and LFPOLAR0 and LFPOLAR1 are not active",S,To offload STP area. ,"REFLOC = LFML
Areas LFPOLAR0 and LFPOLAR1 remain in  the restriction applicability for future usage",LFMMACC,LF,17 AUG 2022
LF3461,,,,RAPED/STP,"NOT AVBL FOR TFC
Via BARSO
except DEP TOULON_GROUP/LFTZ",H24,S,"Flow organization
To avoid critical turn at PIGOS",,LFMMACC,LF,17 AUG 2022
EG3437,,,,FOXLA,"NOT AVBL FOR TFC
Not available for traffic
Except via FOXLA DCT NICXI and-then (NIRIF, VATRY)
Within the activated vertical limits of (EGD201HZ5, EGD201F, EGD201FZ)",H24,S,To provide alternative routeing to avoid danger area activity when any of the listed areas are promulgated active at the filed FL.,,EG**ACC,EG,08 FEB 2023
LFLE1037,,,,KANIG,"NOT AVBL FOR TFC
1.via LFBBUSUD WITH ARR LERS
2.ARR LFMT WITH RFL ABOVE FL195 in LE*",H24,C,"1. Airspace design: traffic organization LoA LFBB - LECB
2. This traffic should file via DIBER",,"(LFBBACC, LFMMACC, LECBACC)","LF,LE",23 AUG 2022
LFLI1077,,,,OKIVA,"NOT AVBL FOR TFC
dep LIEO
1. with RFL between  FL145 - FL195
via LF and-then via LIMMCTA
except via OKIVA P980 MEGER
2. Via LF above FL195 and then via LIMMCTA
except via
a. OKIVA UP980 MEGER
b. OKIVA UZ800 ETAGI UM858 OKROK
c. OKIVA UZ800 OKBON UN851 RAPUR
d. OKIVA UP872 AJO UM733 BEBEV UL978 OKBON UN851 RAPUR
3. with RFL above FL195 in LF via PIGOS
except via OKIVA UZ800 PIGOS
4. via NEGAT","1,2a,4.H24
2b. When LFT44BZ is active
2c. When LFT44C1Z or LFT44C2Z are active
2d. When LFT44D1Z or LFT44D2Z is active
3. When LFT44D1Z and LFT44D2Z are not active",S,"	1,-3:Flow organization in LFMMACC
4:to avoid sharp turn in LFMMACC",,"LFMMACC,LIRRACC","LF,LI",27 AUG 2022
ED2400,,,,EDISA,"NOT AVBL FOR TFC
via EDISA above FL245  
except via
1. GEBDA Y173 PABLA
2. (ASBON DCT EDISA)/(DODEN Y852 EDISA) and then EDISA Y852/DCT NATOR
3. (LIMGO, PITES) DCT EDISA between
   MON..THU 22:30..06:45 (21:30..05:45)
   FRI 22:30 (21:30) ..MON 06:45 (05:45)
   and then 
   a. EDISA DCT PICWI DCT (BATUB, UTABA)
   b. EDISA DCT KUNOD
4. LIRSU DCT EDISA DCT (KUNOD, UTABA)
5. (KUNOD, TEDGO) DCT EDISA DCT (BETEX, LIMGO)
6. (LOKTA, UTABA) DCT PICWI DCT  EDISA between 
   22:30..04:00 (21:30..03:00) and then
   (ADENU, BETEX, IDOVI, LIRSU, LIMGO)
7. RADIZ DCT EDISA above FL335 between 
    22:30..04:00 (21:30..03:00) 
    and then (BETEX, LIMGO)
8. LADOL DCT PICWI DCT EDISA 
   between 22:00..06:00 (22:00..05:00)""",H24,C,"FRA FLow restriction to ensure certain DCT sequence allowing FL changes and separation with other flows and distance to boundaries.
All DCTs refer to EDUUFRAW (H24, MIN FL245) except in option 7/8  RAD ANNEX 3B referes.",,EDUUUAC,ED,18 OCT 2022
LFLS1059,UN852,ONNOF,KOTIT,,"ONLY AVBL FOR TFC
Via (CIRTA, DOLIS, KAMER, KURIR, MAMES, MOUET, NILDU, OTARO, REQIN, SALMA, TABOT, VATIR)",H24,S,To force traffic via specific points or via night routes UQ211/UQ212; to prevent turning at BALSI/RETNO,,"(LFMMACC,
LSAGACC)","LF,LS",18 OCT 2022
LFLS1060,UN853,GILIR,PENDU,,"NOT AVBL FOR TFC
Via GIVRI",H24,S,To prevent creative flight planning,,LFEEACC,"LF,LS",18 OCT 2022
LFLS1102,UN852,MOROK,GILIR,,"NOT AVBL FOR TFC
Via LSAZCTA/UTA except DEP/ARR BASEL_GROUP",H24,S,To avoid sharp turn at MOROK,,LFEEACC,"LF,LS",18 OCT 2022
LS2021,L613,HOC,RIPUS,,"NOT AVBL FOR TFC
1. DEP LSZH
2. Via T103, N871",H24,S,"1.To avoid inventive FPL's.
2. LSAZ internal procedure. FPL's via Reims with RFL190 and below or via TMA Basle shall file G4 HOC L856 TRA N491",,LSAZACC,LS,18 OCT 2022
LS2083,Y58,VADAR,SPR,,"ONLY AVBL FOR TFC
via NEMOS, ESEVA, FRI
1. ARR CHAMBERY_GROUP, LFHN/KD/LI, LSGL/GP
2. DEP LSZB, LSZG, LSZC, LSME",H24,S,To facilitate arriving traffic. Dedicated arrival route,,,LS,18 OCT 2022
LS2086,Z50,GERSA,RESIA,,"ONLY AVBL FOR TFC
1. DEP (LSGC, ZURICH_AREA, BASEL_GROUP)
2. ARR LSZS
    except-via
    a. KELIP Z651 MOSIT
    b. SOPER N851 ELMUR",H24,S,"1. A short cut for traffic heading southeast
2. A shortcut for  traffic with ARR LSZS
a, b. to avaoid inventive FPL (U-turn).
3. To facilitate flight planning",,LSAZACC,LS,18 OCT 2022
LS2095,Z64,SPR,MOLUS,,"ONLY AVBL FOR TFC
1.DEP GENEVA_GROUP,LSGS/GC, LFGJ/GI/HM/HU/KA/KD/KX/LE/LJ/LH/SD
2.ARR LS",H24,S,To provide a connection to the upper airspace,,,LS,18 OCT 2022
LS2170,Z671,DITON,ROLSA,,"ONLY AVBL FOR TFC
ARR (EDNY, LSZR)
------
NOT AVBL FOR TFC
ARR (EDNY, LSZR)
via HOC L613 DITON",H24,S,Transition to the arrival - segregation of arriving traffic from overflying traffic. Dedicated arrival route.,,,LS,18 OCT 2022
LS2174,,,,CERVI   ,"NOT AVBL FOR TFC
1.ARR (EDNY, LFLI/LP/LB/LJ/HM/HJ/HS/HV/HW/KL/KY/KA/LG/LL/LM/LS/LU/LY/XA, LS, BASEL_GROUP)
2. DEP (LIM*, LSZ*)",H24,S,To prevent extensive turns,,LSAGACC,LS,18 OCT 2022
