ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date"
LE5595,LEVC,,VLC,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LEAB / AL",H24,"To segregate traffic flows, and force traffic onto proper STAR",,LE,14 APR 2022
LI5534,LIMC,,SRN,"ONLY AVBL FOR TFC
DEP LIML, LSZA, LIME",H24,Improve connectivity between airways,,LI,14 APR 2022
LI5509,"LIMC,LIME,LIML",,ELTAR,"ONLY AVBL FOR TFC
DEP LIPX",H24,Improve connectivity between airways,,LI,14 APR 2022
LI5508,LIMF,,TOP,"ONLY AVBL FOR TFC
DEP LIMZ",H24,Improve connectivity between airways,,LI,14 APR 2022
LI5531,LIML,,SRN,"ONLY AVBL FOR TFC
DEP LIMC / ME, LSZA",H24,Improve connectivity between airways,,LI,14 APR 2022
LI5506,LIML,,COD,"ONLY AVBL FOR TFC
DEP LIPX via MISPO",H24,Improve connectivity between airways,,LI,14 APR 2022
LI5514,LIMP,,OSBUL,"ONLY AVBL FOR TFC
DEP LIME",H24,Improve connectivity between airways,,LI,14 APR 2022
LI5528,LIPX,,GIVAT,"ONLY AVBL FOR TFC
DEP LIPO",H24,Improve connectivity between airways,,LI,14 APR 2022
LI5524,LIRQ,LOMED,,"ONLY AVBL FOR TFC
DEP LIPE",H24,Improve connectivity between airways,,LI,14 APR 2022
EBEL5501,ELLX,AKELUARCKY BETEX  DIK EXCOS GIVOR GTQ  IRTON KOMOB LNO MAPIG MMDOLIVIOXCAMPONIGREMBARITAXVAVOT,,"COMPULSORY FOR TFC
with RFL above FL055",H24,Traffic shall use SIDs and STARs where available.,,"EB, EL",01 APR 2022
LF5804,LFCC,,"AULON, LACOU, LAVRA, NARAK","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via FJR DCT GAI G36 AULON
2. via TOPTU DCT TOU DCT GAI G36 AULON
3. via TUPAR DCT CNA DCT UVELI DCT SECHE G39 LACOU
4. via ANETO DCT AGN A34 LACOU
5. via GIROM DCT AGN A34 LACOU
6. via NATPI DCT EVNAM DCT AGN A34 LACOU
7. via GEANT DCT ROCAN DCT TOU DCT AGN A34 LACOU
8. via SOPIL DCT BALAN DCT LMG DCT MAKOX G36 LAVRA
9. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA
10. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA
11. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA
12. via TIS DCT VALKU DCT PECNO DCT MAKOX G36 LAVRA
13. via REPSI DCT LERGA DCT MINSO DCT NARAK
14. via ESIDA DCT LERGA DCT MINSO DCT NARAK
15. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT MAKOX G36 LAVRA",H24,"Airport connectivity
----
to organize ARR in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
MINSO DCT NARAK : MEA-UNL
DEPOM DCT DIRMO: FL135-UNL
FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,14 APR 2022
LF7075,LFMA,,ALM,"ONLY AVBL FOR TFC
DEP LFMI",H24,To enable connectivity to LFMA from nearby airport,,LF,25 APR 2022
LF7078,LFBD,ROYAN,,"NOT AVBL FOR TFC
with RFL above FL195 in LF",H24,To prevent early descent. Traffic should file via CNA,,LF,21 APR 2022
LF5711,LFLV,,CFA/ENESO/LESPI/NEKEM/VZ,,H24,Airport connectivity,,LF,19 APR 2022
LF5621,LFKJ,,AJO,"ONLY AVBL FOR TFC
DEP LFKF/KC/KO/KS",H24,Close AD connection,,LF,25 APR 2022
LF5622,LFKF,,AJO,"ONLY AVBL FOR TFC
DEP LFKC/KJ/KS",H24,"To facilitate connection between 
nearby Ads",,LF,25 APR 2022
LS5579,LSZH,BERSU,,"NOT AVBL FOR TFC
Not available for traffic 
1. below FL105
2. DEP LSZB with ARR LSZH",H24,"1. To avoid AoR LSZB, traffic below FL105 to LSZH shall file via KONOL DCT WIL or via T544 WIL.
2. To avoid FPL via LSAZACC. Traffic shall file via MEBOX or RAMOK to WIL using a WIL STAR to LSZH.",,LS,12 MAY 2022
LF5801,LFBR,,"SECHE, NARAK, OGRIL, AFRIC, GONUP","COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via TUPAR DCT CNA DCT UVELI DCT SECHE
2. via GALOF DCT CNA DCT UVELI DCT SECHE
3. via SOPIL DCT BALAN DCT EVPOK DCT NARAK
4. via DISAK DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK
5. via ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT NARAK
6. via REPSI DCT LERGA DCT MINSO DCT NARAK
7. via ESIDA DCT LERGA DCT MINSO DCT NARAK
8. via DISAK DCT DIRMO DCT GUERE DCT ETENU DCT NARAK
9. via ERIXU DCT ETAMO DCT GUERE DCT ETENU DCT NARAK
10. via DISAK DCT DIRMO DCT GUERE DCT NARAK
11. via ERIXU DCT ETAMO DCT GUERE DCT NARAK
12. via SIQLE DCT LAKOB DCT GUERE DCT EVPOK DCT NARAK
13. via FJR DCT AFRIC
14. via GIROM DCT ASPET DCT OGRIL
15. via TOPTU DCT GONUP
16. via DEPOM DCT DIRMO DCT GUERE DCT EVPOK DCT NARAK","H24
------
1..7 H24
8, 9 when LFTRA43AZ and LFTRA43WZ are not active
10, 11 when LFTRA43AZ and LFTRA43CZ and LFTRA43NZ and LFTRA43WZ are not active
12..16 H24","Airport connectivity
----
to organize ARR in LFFRASW","FRA rule
8..11: dependant applicability to prevent early descent in FIR with military activity . All TRA have to be inactive to allow flight planning.
In CACD define as per Annex3B:
MINSO DCT NARAK: MEA-UNL
ASPET DCT OGRIL: FL065-UNL
EVPOK DCT NARAK, ETENU DCT NARAK, GUERE DCT NARAK: FL115-UNL
DEPOM DCT DIRMO: FL135-UNL
UVELI DCT SECHE: FL145-UNL
Other DCTs FL195-UNL",LF,17 JUL 2022
LY5517,LYKV,BAJUN,,"COMPULSORY FOR TFC
1. crossing LWSSCTA - LYBACTA boundary
2. via OKANA",H24,To preserve segregation of arriving and departing flows for LYKV and LYNI in SECSI FRA,,LY,14 MAY 2022
LZ5526,LZIB,KUVEX,,"COMPULSORY FOR TFC
via LO
except DEP LOWW",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5527,LZIB,BERVA,,"ONLY AVBL FOR TFC
1. via LK and then via
a) PEPIK DCT BERVA
b) ODNEM M748 BERVA
c) ODNEM A4 BERVA
d) MAVOR P10 BERVA
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5529,LZPP,BERVA,,"ONLY AVBL FOR TFC
1. via LK
2. With RFL below FL135 in LZBBFIR
3. via LO
This traffic shall file via ABLOM M985 JAN",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5532,LZZI,RUTKI,,"ONLY AVBL FOR TFC
via MOCON P27 RUTKI",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5533,LZTT,UMARY,,"ONLY AVBL FOR TFC
1. via MOCON P27 UMARY
2. via LIPTY M66 UMARY
3. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5534,LZTT,EPEDA,,"ONLY AVBL FOR TFC
1. via TIVON R53 EPEDA
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5535,LZTT,ORLAN,,"ONLY AVBL FOR TFC
via LENOV R53 ORLAN",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5536,LZTT,MARKA,,"ONLY AVBL FOR TFC
1. via KSC R232 MARKA
2. DEP LZKZ
3. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5537,LZTT,UDREL,,"ONLY AVBL FOR TFC
via MALBE P27 UDREL",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5538,LZKZ,TAKOS,,"ONLY AVBL FOR TFC
1. via LK, LO, LHCCWEST
2. DEP LZ",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5539,LZKZ,MARKA,,"ONLY AVBL FOR TFC
1. via PPD R232 MARKA 
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5540,LHBP,ARFOX,,"ONLY AVBL FOR TFC
via NIT M748 ARFOX
------
NOT AVBL FOR TFC
via LO",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5542,LHBP,EDEMU,,"NOT AVBL FOR TFC
via LZBBWEST, LHCCNORTH",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5543,LOWW,REKLU,,"ONLY AVBL FOR TFC
via TUTPI P182 REKLU",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5544,LOWW,TOVKA,,"ONLY AVBL FOR TFC
1. via OKR M141 TOVKA when TUTPI P182 REKLU is not available
2. DEP LZIB/MC/PP",H24,FRA connecting route,,LZ,04 JAN 2023
LK5555,LKPD/CV,BEKVI,,"NOT AVBL FOR TFC
1. via APRAQ except via APRAQ DCT OKL DCT BEKVI
2. via LOMKI except via LOMKI DCT OKL DCT BEKVI
3. via GOLOP except via GOLOP DCT BEKVI
------
COMPULSORY FOR TFC
via TOMTI, RASAN, HDO, DEKOV, OMELO, LALUK, ODOMO, AGNAV, DOLUP, BUDEX
except
via APRAQ2M, GOLOP2M",H24,"FRA connecting route
To force traffic on correct ARR route",,LK,04 JAN 2023
LK5552,PRAGUE_GROUP,APRAQ,,"COMPULSORY FOR TFC
via DOLUP, BUDEX",H24,To force traffic on correct ARR route,,LK,04 JAN 2023
LK5551,PRAGUE_GROUP,LOMKI,,"COMPULSORY FOR TFC
via AGNAV, ODOMO",H24,To force traffic on correct ARR route,,LK,04 JAN 2023
LK5550,PRAGUE_GROUP,GOLOP,,"COMPULSORY FOR TFC
via LALUK, DEKOV, HDO, VENOX, RASAN, TOMTI",H24,To force traffic on correct ARR route,,LK,04 JAN 2023
LK5557,LKPD,RIBSI,,"COMPULSORY FOR TFC
via PADKA
except
via TIBLA1M",H24,To force traffic on correct ARR route,,LK,04 JAN 2023
LK5558,LKPD,TIBLA,,"COMPULSORY FOR TFC
1. via LZBBFIR
2. via PADKA
except
via RIBSI1M
3. via NAVTI
except
via USUPA1M",H24,To force traffic on correct ARR route,,LK,04 JAN 2023
EG5787,EGTK,,CONKO,"COMPULSORY FOR TFC
ARR EGTK
With RFL above FL105
Via EGTT23BRS
Except via (SAM, PEPIS)",H24,To enforce standard routings and ensure correct FDP.,,EG,08 FEB 2023
LL5503,LLHB,,RAHAT,,H24,To facilitate flight planning for arrival,,LL,10 MAY 2022
LL5504,LLIB,,FOLKU,,H24,To facilitate flight planning for arrival.,,LL,10 MAY 2022
LL5505,LLNV,,"MZD,SOKET",,H24,To facilitate flight planning for arrival.,,LL,10 MAY 2022
LL5506,LLOV,,"NURIT,RASAF",,H24,To facilitate flight planning for arrival.,,LL,10 MAY 2022
LL5510,LLRM,,JIRAF,,H24,To facilitate flight planning for arrival.,,LL,10 MAY 2022
LL5511,LLBG,,"BGN,ASSIF,GEMDA",,H24,To facilitate flight planning for arrival.,,LL,10 MAY 2022
LL5519,LLOV,,OVDAS,"ONLY AVBL FOR TFC
ARR LLOV via NALSO J10 RASAF DCT OVDAS",H24,To facilitate flight planning for arrival.,,"LL, NM",10 MAY 2022
EG5788,EGFF,,EXMOR,"ONLY AVBL FOR TFC
DEP (EGHQ, EGTE)",H24,To enforce standard routings and ensure correct FDP.,,EG,08 FEB 2023
LT5500,LTAI,,AYT,"NOT AVBL FOR TFC
Type (D1,D2,D3,D4)",H24,To prevent RNAV 1 equipped arriving aircraft using other than relevant RNAV STAR procedures,,LT,11 MAY 2022
EF5500,EFET,,"DOPUD,EXUTI",,H24,airport connectivity,,EF,11 MAY 2022
EF5501,EFHA,,"ARBEV,ATSEN,ERTOP,USUPO",,H24,airport connectivity,,EF,11 MAY 2022
EF5502,EFIV,,"LUSAG,NEKUX,SOTIT",,H24,airport connectivity,,EF,11 MAY 2022
EF5503,EFJO,,"ETENA,RISEV,UVOVO",,H24,airport connectivity,,EF,11 MAY 2022
EF5541,EFJY,,"EROKU,ELSOV,ERTOP,LUMME,RERGA",,H24,airport connectivity,,EF,11 MAY 2022
EF5553,EFKT,,"EVIMI,EXUTI,XETMU",,H24,airport connectivity,,EF,11 MAY 2022
EF5554,EFKU,,"ATLUL,ETENA,NISPO,UGLUM",,H24,airport connectivity,,EF,11 MAY 2022
EF5513,EFMA,,"DODAM,EBEBU,RIKUM,SOTUP",,H24,airport connectivity,,EF,11 MAY 2022
EF5533,EFMI,,"REBGO,UXEGA,VAVED",,H24,airport connectivity,,EF,11 MAY 2022
EF5523,EFSA,,"ABMAX,ASPEM,RIVUM",,H24,airport connectivity,,EF,11 MAY 2022
EF5524,EFSI,,"AMASU,GISUX,VABUB",,H24,airport connectivity,,EF,11 MAY 2022
EF5525,EFTP,,"ARBEV,EVLIT,GEMKU,NEBAB,NISVI,UVEMO,XORMU",,H24,airport connectivity,,EF,11 MAY 2022
EF5526,EFTU,,"EMPOM,EXUPA,IPMOT,NIRPU,OTKIL,UPAPU,UVOPA",,H24,airport connectivity,,EF,11 MAY 2022
EF5528,EFVA,,"AXUTI,BEGSU,BUPEG,GUBTU,RERBU,SUBUG,UVATI",,H24,airport connectivity,,EF,11 MAY 2022
EF5551,EFKK,,"ATPEL,BAPTU,EMDUR,GIDKI,NESUK, VAXUN",,H24,airport connectivity,,EF,11 MAY 2022
EF5550,EFKI,,"ETROD,EVRIG,UBIGA, ODRUB",,H24,airport connectivity,,EF,11 MAY 2022
EF5552,EFKS,,"BEVNA,IBEVU, OBISO",,H24,airport connectivity,,EF,11 MAY 2022
EF5542,EFLP,,"ADSEB,ARLOM,ERKOM,SIGGE",,H24,airport connectivity,,EF,11 MAY 2022
EF5520,EFPO,,"IDNIS,OSDIL,ROGTU,XORMU,NIFOT,KEFFA",,H24,airport connectivity,,EF,11 MAY 2022
EF5522,EFRO,,"NEMGU,NEPIX,OSLIT,RENVI,ROTKO,ARFUT,MARXO",,H24,airport connectivity,,EF,11 MAY 2022
EF5563,EFHK,"DIVAM, INTOR, LAKUT, LUSEP, MAROM, NAPUN, PEXEN, ROPAM,  VEPIN",,"COMPULSORY FOR TFC
with RFL above FL095 in EF",H24,airport connectivity,,EF,11 MAY 2022
EF5527,EFUT,,"ARLOM, NAXEP, OTKAP, VEHUF",,H24,airport connectivity,,EF,11 MAY 2022
EF5505,EFHK,ROPAM,ROPAM,"ONLY AVBL FOR TFC
Via LEDUN",H24,airport connectivity,,EF,11 MAY 2022
EF5521,EFHK,,"DIVAM,INTOR,LAKUT,LUSEP,VEPIN","ONLY AVBL FOR TFC
With RFL below FL095",H24,airport connectivity,,EF,11 MAY 2022
LF5860,LFBG,,"LMG, VELIN, BMC","COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via LMG
2. via SECHE DCT VELIN
3. via URUNA DCT BTZ DCT VAVIX DCT BMC
4. Via LERGI DCT VELIN with flt-type(M,X) with DEP LFBG
5. Via MIRBA, DIRAX, KOLIS, SOTAK, BUROX with flt-type(M,X)",H24,"Airport connectivity
for OAT<->GAT planning, Ref Loc= Airport
----
to organize ARR in LFBBUBDX
for OAT<->GAT planning, Ref Loc= LFFRASW
4. for  circular flights LFBG GAT -> OAT -> GAT LFBG
5.  for GAT<->OAT planning","FRA rule
In CACD define as per Annex3B:
 DCTs: FL195-UNL",LF,17 JUL 2022
LF5862,LFBM,,"MAGEC, ENSAC, SAU, AGN","COMPULSORY FOR TFC
Via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via TUPAR DCT CNA DCT VAVIX B19 ENSAC
2. via URUNA DCT BTZ R10 MAGEC
3. via LMG DCT UVELI DCT SAU
4. via REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN
5. via ESIDA DCT LERGA DCT MINSO DCT NARAK DCT AGN
6. via NOQAS DCT LERGA DCT MINSO DCT NARAK DCT AGN
7. via FJR DCT GAI DCT AGN
8. via GEANT DCT ROCAN DCT TOU DCT AGN
9. via NATPI DCT EVNAM DCT AGN
10. via GIROM DCT AGN
11. via ANETO DCT AGN
12. DEP LFLC/HP/MH/MP/MT/MU
13. Via LERGI DCT UVELI DCT SAU with flt-type(M,X) with DEP LFBM
14. Via SURUD DCT AGN with flt-type(M,X) with DEP LFBM
15. via MIRBA, DIRAX, KOLIS, SOTAK, BUROX with flt-type(M,X)",H24,"Airport connectivity
for OAT<->GAT planning, Ref Loc= Airport
----
to organize ARR in LFFRASW
for OAT<->GAT planning, Ref Loc= LFFRASW
13. 14. for  circular flights LFBM GAT -> OAT -> GAT LFBM
15. for GAT -> OAT planning","FRA rule
In CACD define as per Annex3B:
UVELI DCT SAU, NARAK DCT AGN, GAI DCT AGN, URUNA DCT BTZ: MEA-UNL
FJR DCT GAI: FL145-UNL
other DCTs: FL195-UNL",LF,17 JUL 2022
LF7081,"LFCB, LFIM",,"AUCHE, LMB",,H24,Airport connectivity,,LF,19 MAY 2022
LF7083,"LFCO, LFDT",,"ORTEZ, LMB",,H24,Airport connectivity,,LF,19 MAY 2022
LF7085,"LFOZ, LFOJ",,MOTAL,,H24,Allow connectivity from LFFRAC,,LF,19 MAY 2022
LF5883,LFRB,,ARE,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,KORER,NENEM",H24,To organize arriving traffic from LFFRANW,,LF,24 MAY 2022
LF5968,LFRB    ,"ANLEV, QPR, ROSPO","ARE, MATER, NOKVI","COMPULSORY FOR TFC
VIA LFFRANW",H24,To organize arriving traffic from LFFRANW,,LF,24 MAY 2022
LF7086,LFRQ,,"ARE,GU,ROSPO",,H24,To compensate the suppression of CONV STAR ,,LF,19 MAY 2022
LF5907,LFRQ,,ARE,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,ALUTA,LARLA,DOLUR,SALCO,SKESO,LELNA,FEJAC,NENEM",H24,To organize arriving traffic from LFFRANW,,LF,19 MAY 2022
LF5908,LFRQ,,ROSPO,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,NENEM,BAGAD",H24,To organize arriving traffic from LFFRANW,,LF,19 MAY 2022
LF5974,LFRQ,,"QPR, KEREB, ARE, ROSPO","COMPULSORY FOR TFC
VIA LFFRANW",H24,To organize arriving traffic from LFFRANW,,LF,19 MAY 2022
LF7087,LFID,,LMB,,H24,Airport connectivity,,LF,16 JUN 2022
EG5771,EGCC,LESTA,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via BEDFO/MOGLI",H24,To ensure connectivity to STAR,,EG,21 MAY 2022
EG5737,EGGW,,BUSTA,"ONLY AVBL FOR TFC
DEP EGS*",H24,to facilitate positioning flights.,,EG,21 MAY 2022
LF5766,LFBL,"GUERE, PERIG, NORON",NORON,"COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via DISAK DCT DIRMO DCT GUERE
2. via ERIXU DCT ETAMO DCT GUERE
3. via ENUPA [DCT/G21] KUKOR DCT RISUN G21 GUERE
4. via NOQAS DCT LERGA DCT VALKU DCT LARON G21 GUERE
5. via LERGA DCT VALKU DCT LARON G21 GUERE with DEP LFML/HP
6. via TIS DCT VALKU DCT LARON G21 GUERE
7. via ANETO DCT AGN DCT PERIG
8. via GIROM DCT AGN DCT PERIG
9. via NATPI DCT EVNAM DCT PERIG
10. via GEANT DCT ROCAN DCT TOU DCT PERIG
11. via FJR DCT GAI DCT PERIG
12. via URUNA [DCT/R10] BTZ DCT VAVIX DCT OSMOB DCT VELIN R10 NORON
13. via DEPOM DCT DIRMO DCT GUERE",H24,"Airport connectivity
----
to organize ARR in LFBBUBDX, LFFFDODG
NB point 5: LERGA(...) trajectory available for traffic DEP LFML/HP but also for traffic via NOQAS as per 4.","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
OSMOB DCT VELIN, BTZ DCT VAVIX: MEA-UNL
DIRMO DCT GUERE, ETAMO DCT GUERE: FL115 -UNL
DEPOM DCT DIRMO: FL135-UNL
VALKU DCT LARON, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,12 AUG 2022
LF5768,LFBU,,"CNA, LMG","COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via URUNA [DCT/R10] BTZ DCT VAVIX DCT CNA
2. via AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG
3. via DISAK DCT DIRMO DCT ARTAX DCT BEBIX DCT LMG
4. via ERIXU DCT ETAMO DCT GUERE DCT BEBIX DCT LMG with eng-type(P,T)
5. via ENUPA [DCT/G21] KUKOR DCT GUERE DCT BEBIX DCT LMG 
6. via TIS DCT VALKU DCT LARON G21 LMG
7. via NOQAS DCT LERGA DCT VALKU DCT LARON G21 LMG
8. via LERGA DCT VALKU DCT LARON G21 LMG with DEP LFML/HP
9. via ANETO DCT AGN DCT PERIG A34 LMG
10. via GIROM DCT AGN DCT PERIG A34 LMG
11. via NATPI DCT EVNAM DCT PERIG A34 LMG
12. via GEANT DCT ROCAN DCT TOU DCT PERIG A34 LMG
13. via FJR DCT GAI DCT PERIG A34 LMG
14. via DEPOM DCT DIRMO DCT ARTAX DCT BEBIX DCT LMG",H24,"Airport connectivity
----
to organize ARR in LFBBUBDX
NB point 8: LERGA(...) trajectory available for traffic DEP LFML/HP but also for traffic via NOQAS as per 7.","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
BTZ DCT VAVIX: MEA-UNL
ETAMO DCT GUERE: FL115-UNL
DEPOM DCT DIRMO : FL135-UNL
VALKU DCT LARON, FJR DCT GAI: FL145-UNL
Other DCTs FL195-UNL",LF,12 AUG 2022
LF7091,LFBL,,LMG,"ONLY AVBL FOR TFC
DEP LFBU",H24,Airport connectivity,,LF,12 AUG 2022
LF7093,LFBU,,"CNA, LMG, NORON",,H24,Airport connectivity - for non RNAV traffic,,LF,12 AUG 2022
LZ5547,EPKK,LENOV,,"ONLY AVBL AND COMPULSORY FOR TFC
1. via UK** and then via LZBBFIR
2. via LHCCNORTH and then via LZBBFIR
3. DEP LZKZ",H24,FRA connecting route,,LZ,04 JAN 2023
EG5746,EGGP,LESTA,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via (BEDFO, MOGLI)",H24,To ensure connectivity to STAR,,EG,27 MAY 2022
EH5504,EHBK,,NOWIK,"ONLY AVBL FOR TFC
flt-type(X)",H24,To facilitate local training flights,,EH,05 JUN 2022
EG5517,EGGW,,LOREL,"ONLY AVBL FOR TFC
DEP EGSS",H24,To facilitate arrival.,,EG,07 JUN 2022
LK5559,LKMT,UPLAV,,"NOT AVBL FOR TFC
via LZBBFIR
except
via MAVOR, MAKAL
------
COMPULSORY FOR TFC
via MAKAL, MAVOR, LEDVA, BEPAS, ENITA, VEMUT
------
COMPULSORY FOR TFC
via OKG, OMELO, DEKOV, HDO
except
via BAXEV",H24,To force traffic on correct ARR route,,LK,04 JAN 2023
LK5560,LKTB/KU,UPLAV,,"NOT AVBL FOR TFC
via LZBBFIR
except
via MAKAL
------
COMPULSORY FOR TFC
via DESEN, REGLI, BAVOK, TUSIN, MAKAL",H24,To force traffic on correct ARR route,,LK,04 JAN 2023
ES5539,FARRIS_GROUP /  OSLO_GROUP,LUNIP,,"NOT AVBL FOR TFC
Above FL095
ARR FARRIS_GROUP, OSLO_GROUP
Except 
1. via SABAK L997 LUNIP
2. via SABAK DCT XENTA DCT REGMA L997 LUNIP  
3. DEP SATENAS_GROUP, KARLSTAD_GROUP",H24,"To facilitate correct ARR traffic flow
Oslo / Farris",,ES,23 JUN 2022
LF5509,LFML,,LIPSU,"ONLY AVBL FOR TFC
DEP LFTH,LFMQ",H24,"Airport connectivity
This traffic should file JULEE DCT LIPSU",,LF,28 JUN 2022
LI5535,LIRS,,MAREL,"ONLY AVBL FOR TFC
Type M",H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5538,LICZ,,"UXUTA,LIBRO,NELDA,VUSME,PIMOR",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5537,LIBA,,"ERPOG,EKTOL,TOPNO,UVOKA,VIE",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5505,LIED,,"ALG,CAR,KOVAS,RAMEN,TABOT",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5549,LIMN,,"SRN,TOP,VOG",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5510,LIMS,,"GEN,KALMO,LUPOS,OSBUL,VOG",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5511,LIPA,,"NAXAV,CHI,RISOM,RON,ROSKA,UPIRO,VIC",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5512,LIPC,,"ANC,BOA,CHI,LUMAV,LOMED",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5515,LIPI,,"NAXAV,CHI,RON,VIC",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5516,LIPL,,"ADOSA,BOA,LUMAV,LUPOS,OSBUL,TZO",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5517,LIPS,,"BOA,NAXAV,CHI,LUMAV,LOMED,TIBRO,VIC",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5518,LIRE,,"ELVIN,GIKIN,LAT,PEMAR,RIFFI",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5519,LIRG,,"PEMAR,SIPRO",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5520,LIRL,,"LAT,OST,PEMAR,PNZ,RIFFI,TEA",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5521,LIRM,,"LAT,PNZ,SOR,TEA",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5522,LIRS,,LOMED,,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LI5553,LIBV,,"DIVKU,BAR,KAPPO,CDC,EKTOL,VEGAN",,H24,connectivity between network and MIL airport,,LI,29 JUN 2022
LF7097,LFSL,,"LAVRA, MAKOX, PERIG, XERAK",,H24,Airport connectivity,,LF,12 AUG 2022
LC5503,LLBG,ZUKKO,,"NOT AVBL FOR TFC
ARR LLBG
Except
1. Via AZERE L189 ZUKKO
2. Via PIKOG L609 ZUKKO",H24,To facilitate FRA operations,,LC,25 JAN 2023
LF7101,LFMN,ABLAK,,"NOT AVBL FOR TFC
VIA MTL",H24,"This traffic should file NISAR STAR.
LASER activity on NISAR7R shouldn't be bypassed in the flight plan route, NISAR7T or vectors will be given tactically according to the actual activity
",,LF,08 JUL 2022
EP5514,EPKK,,LUXAR,"ONLY AVBL FOR TFC
With RFL below FL115",H24,To allow shorter connection in FPL.,,EP,08 JUL 2022
EP5511,EPKK,,BALOS,"ONLY AVBL FOR TFC
DEP EPKT",H24,"To allow shorter connection in FPL.
Not to force usage of SID/STAR procedures for flights within the same TMA.",,EP,08 JUL 2022
EP5515,EPKT,,LUXAR,"ONLY AVBL FOR TFC
With RFL below FL115",H24,To allow shorter connection in FPL.,,EP,08 JUL 2022
EP5505,EPKT,,KAX,"ONLY AVBL FOR TFC
DEP EPKK",H24,"To allow shorter connection in FPL.
Not to force usage of SID/STAR procedures for flights within the same TMA.",,EP,08 JUL 2022
