Restriction Id,Flow Routing Element Type,Flow Routing Element Id From,Flow Routing Element Id To,Flow Routing Element Id,Lower Vertical Limit,Upper Vertical Limit,FRA Point Type
EPEDUN500A,PT,NULL,NULL,GILAS,NULL,NULL,EX
LI100A,PT,NULL,NULL,GILIO,NULL,NULL,I
EY100A,PT,NULL,NULL,GILUT,NULL,NULL,I
UGUG500A,PT,NULL,NULL,GIMUR,NULL,NULL,EX
LILF500A,PT,NULL,NULL,GINOX,NULL,NULL,EX
EDUELI500A,PT,NULL,NULL,GIRIS,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,GIRUX,NULL,NULL,I
LILI500A,PT,NULL,NULL,GISAM,225,305,EX
SECLI500A,PT,NULL,NULL,GISAM,NULL,NULL,EX
YX100A,PT,NULL,NULL,GISEB,NULL,NULL,I
LILI500A,PT,NULL,NULL,GISIG,225,305,EX
LILI500D,PT,NULL,NULL,GITOD,225,305,EX
LILI500A,PT,NULL,NULL,GITRI,225,305,EX
EGTTW100A,PT,NULL,NULL,GITUS,NULL,NULL,I
UKOVUK500A,PT,NULL,NULL,GIZOT,275,999,EX
UKUKOV500A,PT,NULL,NULL,GOBLI,275,999,EX
LMLM500D,PT,NULL,NULL,GODAK,NULL,NULL,EX
LFRRUL500A,PT,NULL,NULL,GODEM,NULL,NULL,EX
LELE500A,PT,NULL,NULL,GODOX,NULL,NULL,EX
EDUU100N,PT,NULL,NULL,GODUR,NULL,NULL,I
LB100A,PT,NULL,NULL,GOGAR,NULL,NULL,I
UGUD100A,PT,NULL,NULL,GOGOL,NULL,NULL,I
LISEC500A,PT,NULL,NULL,GOKEL,NULL,NULL,EX
LI100A,PT,NULL,NULL,GOKMI,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,GOMAV,NULL,NULL,I
EP100A,PT,NULL,NULL,GOMEX,NULL,NULL,I
EGPX100A,PT,NULL,NULL,GOMOT,NULL,NULL,I
EGGXEI500A,PT,NULL,NULL,GOMUP,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,GONGO,NULL,NULL,I
LILI500D,PT,NULL,NULL,GONOT,225,305,EX
LFBB100A,PT,NULL,NULL,GONUP,NULL,NULL,I
LKLK501A,PT,NULL,NULL,GOPSI,NULL,NULL,EX
UGUD100A,PT,NULL,NULL,GOSIS,NULL,NULL,I
LB100A,PT,NULL,NULL,GOSLO,NULL,NULL,I
EPNE501A,PT,NULL,NULL,GOSOT,NULL,NULL,EX
SECSEE500A,PT,NULL,NULL,GOTAR,NULL,NULL,EX
LILI500D,PT,NULL,NULL,GOTEK,225,305,EX
UKBL500A,PT,NULL,NULL,GOTIX,095,999,EX
EGPX100A,PT,NULL,NULL,GOTNA,NULL,NULL,I
UKUK500D,PT,NULL,NULL,GOTRA,085,275,EX
BLEDWE500A,PT,NULL,NULL,GOVEN,NULL,NULL,EX
EDMEBL500A,PT,NULL,NULL,GOVEN,NULL,NULL,EX
LGLG500A,PT,NULL,NULL,GUDIS,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,GUNKA,NULL,NULL,I
EGPXNN501A,PT,NULL,NULL,GUNPA,NULL,NULL,EX
EYBL500A,PT,NULL,NULL,GUNTA,NULL,NULL,EX
URUG500A,PT,NULL,NULL,GUSLI,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,HAWFA,NULL,NULL,I
LRLR500A,PT,NULL,NULL,HUMOR,NULL,NULL,EX
DUEDUW501A,PT,NULL,NULL,IBAGA,NULL,NULL,EX
LRLRCL500A,PT,NULL,NULL,IBINU,NULL,NULL,EX
LTFMLB500A,PT,NULL,NULL,IBLAX,175,245,EX
LI100A,PT,NULL,NULL,IBNAN,NULL,NULL,I
LFBBLE500A,PT,NULL,NULL,IBRAP,195,999,EX
NEFRAX100A,PT,NULL,NULL,IBVAX,NULL,NULL,I
LR100A,PT,NULL,NULL,IDARU,NULL,NULL,I
YX100A,PT,NULL,NULL,IDOSA,NULL,NULL,I
NEUU500A,PT,NULL,NULL,IGORO,NULL,NULL,EX
EY100A,PT,NULL,NULL,IKAMU,NULL,NULL,I
EYBL500A,PT,NULL,NULL,IKAMU,NULL,NULL,EX
UKUK500D,PT,NULL,NULL,ILTUK,085,275,EX
LILI500D,PT,NULL,NULL,INDUM,225,305,EX
UGUDLT500A,PT,NULL,NULL,INDUR,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,INGOP,NULL,NULL,I
LILI500D,PT,NULL,NULL,INKIM,225,305,EX
EGPXEG500A,PT,NULL,NULL,INKOB,NULL,NULL,EX
LM100A,PT,NULL,NULL,INKOP,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,INLAM,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,INLOT,NULL,NULL,EX
LE100A,PT,NULL,NULL,INPAN,NULL,NULL,I
SECSI100A,PT,NULL,NULL,INRES,NULL,NULL,I
SEEUK500A,PT,NULL,NULL,INROG,NULL,NULL,EX
LI100A,PT,NULL,NULL,INTUD,NULL,NULL,I
BL100A,PT,NULL,NULL,INTUN,NULL,NULL,I
EGPXEG500A,PT,NULL,NULL,INVON,NULL,NULL,EX
GVGC500A,PT,NULL,NULL,IPERA,NULL,NULL,EX
LILI500A,PT,NULL,NULL,IPKAM,225,305,EX
EPUMKK500A,PT,NULL,NULL,IPLIT,285,999,EX
UK100A,PT,NULL,NULL,IPRUS,NULL,NULL,I
LILI500D,PT,NULL,NULL,IRBAK,225,305,EX
UK100A,PT,NULL,NULL,IRBAT,NULL,NULL,I
BL100A,PT,NULL,NULL,IRBOS,NULL,NULL,I
BL100A,PT,NULL,NULL,IRKAL,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,IRKEL,NULL,NULL,I
UGUDUB500A,PT,NULL,NULL,IRLAN,NULL,NULL,EX
LILI500A,PT,NULL,NULL,IVMEP,225,305,EX
LILI500D,PT,NULL,NULL,IVMEP,225,305,EX
EP100A,PT,NULL,NULL,IXOGA,NULL,NULL,I
LE100A,PT,NULL,NULL,IXUPA,NULL,NULL,I
LI100A,PT,NULL,NULL,KALIK,NULL,NULL,I
LILI500D,PT,NULL,NULL,KARDU,225,305,EX
LILI500D,PT,NULL,NULL,KATAR,225,305,EX
LISEC500A,PT,NULL,NULL,KATTI,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,KEGAX,NULL,NULL,I
UK100A,PT,NULL,NULL,KEKEB,NULL,NULL,I
LZLZ500A,PT,NULL,NULL,KEKED,135,245,EX
LZLZ500D,PT,NULL,NULL,KEKED,135,245,EX
EGEGPX500A,PT,NULL,NULL,KELLY,NULL,NULL,EX
EP100A,PT,NULL,NULL,KELOD,NULL,NULL,I
EDMDME500A,PT,NULL,NULL,KEMES,NULL,NULL,EX
EDUU100E,PT,NULL,NULL,KENIG,NULL,NULL,I
LILI500D,PT,NULL,NULL,KEPUM,225,305,EX
LGLG500D,PT,NULL,NULL,KERES,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,KERLO,NULL,NULL,I
UUNE500A,PT,NULL,NULL,KETOL,NULL,NULL,EX
LOLJED500A,PT,NULL,NULL,KIRDI,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,KLAKI,NULL,NULL,I
EGPX100A,PT,NULL,NULL,KLONN,NULL,NULL,I
EDREDR500B,PT,NULL,NULL,KOBUS,NULL,NULL,EX
LR100A,PT,NULL,NULL,KODRU,NULL,NULL,I
LU100A,PT,NULL,NULL,KODRU,NULL,NULL,I
EIEGGX500A,PT,NULL,NULL,KOGAD,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,KOGAT,NULL,NULL,EX
LI100A,PT,NULL,NULL,KOGEB,NULL,NULL,I
YXEK500A,PT,NULL,NULL,KOKOR,NULL,NULL,EX
UK100A,PT,NULL,NULL,KOKUP,NULL,NULL,I
LILI500D,PT,NULL,NULL,KOLUS,225,305,EX
SECSEC500A,PT,NULL,NULL,KOMAR,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,KOMAR,NULL,NULL,EX
DUEDUW501A,PT,NULL,NULL,KOMIB,NULL,NULL,EX
NEBO500A,PT,NULL,NULL,KOMUX,NULL,NULL,EX
LK100A,PT,NULL,NULL,KONAR,NULL,NULL,I
GCGMAC500A,PT,NULL,NULL,KONBA,NULL,NULL,EX
LI100A,PT,NULL,NULL,KONER,NULL,NULL,I
LILI500D,PT,NULL,NULL,KONER,225,305,EX
LCLC500D,PT,NULL,NULL,KONFO,NULL,NULL,EX
LILI500D,PT,NULL,NULL,KONUT,225,305,EX
SECSI100A,PT,NULL,NULL,KONUV,NULL,NULL,I
LHSEC500A,PT,NULL,NULL,KOPRY,NULL,NULL,EX
SECLH501A,PT,NULL,NULL,KOPRY,NULL,NULL,EX
LFRREW500A,PT,NULL,NULL,KORER,195,999,EX
LGLG500D,PT,NULL,NULL,KOROS,NULL,NULL,EX
LELFRR500A,PT,NULL,NULL,KORUL,195,999,EX
LE100A,PT,NULL,NULL,KOSEL,NULL,NULL,I
LM100A,PT,NULL,NULL,KOSET,NULL,NULL,I
BL100A,PT,NULL,NULL,KOSEX,NULL,NULL,I
SECSI100A,PT,NULL,NULL,KOSIV,NULL,NULL,I
EDUU100N,PT,NULL,NULL,KOSIX,NULL,NULL,I
UK100A,PT,NULL,NULL,KOSNA,NULL,NULL,I
SECSI100A,PT,NULL,NULL,KOTUS,NULL,NULL,I
UK100A,PT,NULL,NULL,KOVIL,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,KREMI,NULL,NULL,I
EDUU100N,PT,NULL,NULL,KUBAB,NULL,NULL,I
GMAC100A,PT,NULL,NULL,KUBIL,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,KUFIK,NULL,NULL,I
LILI500A,PT,NULL,NULL,KUGIX,225,305,EX
LTUK500A,PT,NULL,NULL,KUGOS,NULL,NULL,EX
BL100A,PT,NULL,NULL,KULEK,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,KULEN,NULL,NULL,EX
EDUSEC501A,PT,NULL,NULL,KUMOM,NULL,NULL,EX
LE100A,PT,NULL,NULL,KUNEN,NULL,NULL,I
DUEDUW501A,PT,NULL,NULL,KUNOD,NULL,NULL,EX
DUWDMS500A,PT,NULL,NULL,KUNOD,NULL,NULL,EX
DUWDUE501A,PT,NULL,NULL,KUNOD,NULL,NULL,EX
EDSDUW500A,PT,NULL,NULL,KUNOD,NULL,NULL,EX
UKUK500D,PT,NULL,NULL,KUSAK,065,275,EX
LFBB100A,PT,NULL,NULL,KUSEK,NULL,NULL,I
LFBBUL500A,PT,NULL,NULL,KUSEK,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,KUSIS,NULL,NULL,I
UGUG500A,PT,NULL,NULL,KUSSA,NULL,NULL,EX
UKUK500A,PT,NULL,NULL,KUVAL,115,275,EX
LM100A,PT,NULL,NULL,LACAN,NULL,NULL,I
EDUU100W,PT,NULL,NULL,LADOL,NULL,NULL,I
LSEDUW500A,PT,NULL,NULL,LADOL,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,LAGAR,NULL,NULL,I
LILI500A,PT,NULL,NULL,LAGEN,225,305,EX
SECSEC500A,PT,NULL,NULL,LAKIK,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,LAKIK,NULL,NULL,I
HELC500A,PT,NULL,NULL,LAKTO,NULL,NULL,EX
LILI500A,PT,NULL,NULL,LAMEB,225,305,EX
UK100A,PT,NULL,NULL,LAMIV,NULL,NULL,I
LI100A,PT,NULL,NULL,LANNO,NULL,NULL,I
LOLJLK500A,PT,NULL,NULL,LANUX,NULL,NULL,EX
LFRRUL500A,PT,NULL,NULL,LAPEX,NULL,NULL,EX
LR100A,PT,NULL,NULL,LAPKA,NULL,NULL,I
SECSI100A,PT,NULL,NULL,LAPNA,NULL,NULL,I
GMGMAC500A,PT,NULL,NULL,LAPNO,NULL,NULL,EX
UK100A,PT,NULL,NULL,LAPVA,NULL,NULL,I
LFRWEG500A,PT,NULL,NULL,LARLA,NULL,NULL,EX
LFBBUL500A,PT,NULL,NULL,LARON,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,LASDU,NULL,NULL,I
EP100A,PT,NULL,NULL,LASGU,NULL,NULL,I
EPEDME500A,PT,NULL,NULL,LASIS,NULL,NULL,EX
LR100A,PT,NULL,NULL,LATCU,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,LATCU,NULL,NULL,I
EDLOLJ500A,PT,NULL,NULL,LATLO,NULL,NULL,EX
LFBBLU500A,PT,NULL,NULL,LATRA,NULL,NULL,EX
EIEGTT501A,PT,NULL,NULL,LEDGO,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,LEGLU,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,LELTI,NULL,NULL,I
LK100A,PT,NULL,NULL,LEMBI,NULL,NULL,I
YX100A,PT,NULL,NULL,LENDO,NULL,NULL,I
EP100A,PT,NULL,NULL,LENOV,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,LENOV,NULL,NULL,I
LPGMAC500A,PT,NULL,NULL,LEPRU,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,LERVI,NULL,NULL,I
LB100A,PT,NULL,NULL,LETVA,NULL,NULL,I
LILM500A,PT,NULL,NULL,LEVDI,NULL,NULL,EX
LMLI500A,PT,NULL,NULL,LEVDI,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,LEVTA,NULL,NULL,I
BL100A,PT,NULL,NULL,LIBGA,NULL,NULL,I
LILI500D,PT,NULL,NULL,LIBRO,225,305,EX
LI100A,PT,NULL,NULL,LIKNO,NULL,NULL,I
SECSI100A,PT,NULL,NULL,LIKVI,NULL,NULL,I
LI100A,PT,NULL,NULL,LILEE,NULL,NULL,I
LILI500D,PT,NULL,NULL,LILEE,225,305,EX
SECSEC500A,PT,NULL,NULL,LIMJA,NULL,NULL,EX
EP100A,PT,NULL,NULL,LIMVI,NULL,NULL,I
LGLG500D,PT,NULL,NULL,LINRO,NULL,NULL,EX
EGTTEI501A,PT,NULL,NULL,LIPGO,NULL,NULL,EX
EYNE500A,PT,NULL,NULL,LITPA,NULL,NULL,EX
LFRWEG500A,PT,NULL,NULL,LIZAD,NULL,NULL,EX
LELE500A,PT,NULL,NULL,LOBAR,NULL,NULL,EX
LR100A,PT,NULL,NULL,LOBKI,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,LOBKI,NULL,NULL,I
LI100A,PT,NULL,NULL,LOBSI,NULL,NULL,I
BL100A,PT,NULL,NULL,LODBO,NULL,NULL,I
LISEC500A,PT,NULL,NULL,LOKDI,NULL,NULL,EX
LSED500A,PT,NULL,NULL,LOKTA,NULL,NULL,EX
BL100A,PT,NULL,NULL,LOLKO,NULL,NULL,I
LR100A,PT,NULL,NULL,LOMOS,175,245,I
NEFRAX100A,PT,NULL,NULL,LOMVI,NULL,NULL,I
LILI500A,PT,NULL,NULL,LONDI,195,305,EX
LMLI500A,PT,NULL,NULL,LONDI,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,LONTA,NULL,NULL,EX
UKUK500A,PT,NULL,NULL,LOPNU,085,275,EX
UKUK500D,PT,NULL,NULL,LOPNU,075,275,EX
LILI500A,PT,NULL,NULL,LORLO,225,305,EX
LELE500D,PT,NULL,NULL,LOTOS,NULL,NULL,EX
UKUM500A,PT,NULL,NULL,LOVIK,275,999,EX
BLUK500A,PT,NULL,NULL,LUGOL,095,999,EX
EPUK500A,PT,NULL,NULL,LUGOL,095,999,EX
EPUK501A,PT,NULL,NULL,LUGOL,NULL,NULL,EX
EP100A,PT,NULL,NULL,LUKOR,NULL,NULL,I
LB100A,PT,NULL,NULL,LUKOV,NULL,NULL,I
UUNE500A,PT,NULL,NULL,LUKUN,NULL,NULL,EX
UK100A,PT,NULL,NULL,LULAP,NULL,NULL,I
LILI500D,PT,NULL,NULL,LULIX,225,305,EX
EIEGTT501A,PT,NULL,NULL,LULOX,NULL,NULL,EX
LFBB100A,PT,NULL,NULL,LULUT,NULL,NULL,I
LI100A,PT,NULL,NULL,LUMAR,NULL,NULL,I
LILI500D,PT,NULL,NULL,LUMAR,225,305,EX
LILI500D,PT,NULL,NULL,LUNAM,225,305,EX
LE100A,PT,NULL,NULL,LUNIK,NULL,NULL,I
LFEDUW500A,PT,NULL,NULL,LUPEN,NULL,NULL,EX
LILI500D,PT,NULL,NULL,LUPIN,225,305,EX
LILI500D,PT,NULL,NULL,LUPOS,225,305,EX
SECSEC500A,PT,NULL,NULL,LURID,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,LURID,NULL,NULL,I
LFFFLS500A,PT,NULL,NULL,LUSAR,NULL,NULL,EX
EPNE501A,PT,NULL,NULL,LUSID,NULL,NULL,EX
LILI500A,PT,NULL,NULL,LUSIL,225,305,EX
SEEFRA100A,PT,NULL,NULL,LUVEL,NULL,NULL,I
YXEDUN500A,PT,NULL,NULL,LUWIL,NULL,NULL,EX
UGUD100A,PT,NULL,NULL,MAGRI,NULL,NULL,I
LZLZ500A,PT,NULL,NULL,MAKAL,135,245,EX
BL100A,PT,NULL,NULL,MAKOV,NULL,NULL,I
UKSEE500A,PT,NULL,NULL,MALBE,NULL,NULL,EX
LILI500D,PT,NULL,NULL,MALOG,225,305,EX
EGGXEI500A,PT,NULL,NULL,MALOT,NULL,NULL,EX
LE100A,PT,NULL,NULL,MAMIS,NULL,NULL,I
LE100A,PT,NULL,NULL,MAMUK,NULL,NULL,I
LELE500A,PT,NULL,NULL,MANDY,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,MANKI,NULL,NULL,I
LUUK502A,PT,NULL,NULL,MANRO,NULL,NULL,EX
EDUWYX500A,PT,NULL,NULL,MAPOX,NULL,NULL,EX
SEESEC500A,PT,NULL,NULL,MAREG,NULL,NULL,EX
LILI500D,PT,NULL,NULL,MAREL,225,305,EX
GMACGM500A,PT,NULL,NULL,MARJA,NULL,NULL,EX
DUEDUW500A,PT,NULL,NULL,MARZA,NULL,NULL,EX
LILI500D,PT,NULL,NULL,MASEG,225,305,EX
SEEFRA100A,PT,NULL,NULL,MATEL,NULL,NULL,I
LELE500A,PT,NULL,NULL,MATEX,NULL,NULL,EX
LELE500D,PT,NULL,NULL,MATEX,NULL,NULL,EX
SECSEC500A,PT,NULL,NULL,MAVAR,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,MAXUR,NULL,NULL,I
LZEP500A,PT,NULL,NULL,MEBAN,NULL,NULL,EX
LZLZ500A,PT,NULL,NULL,MEBAN,135,245,EX
LBLB500A,PT,NULL,NULL,MEDEM,NULL,NULL,EX
LELE500A,PT,NULL,NULL,MEGAT,NULL,NULL,EX
LELE500D,PT,NULL,NULL,MEGAT,NULL,NULL,EX
LCLC500D,PT,NULL,NULL,MERVA,NULL,NULL,EX
YX100A,PT,NULL,NULL,MICOS,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,MIGVA,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,MIKSI,NULL,NULL,I
YX100A,PT,NULL,NULL,MILGI,NULL,NULL,I
SECSI100A,PT,NULL,NULL,MILGO,NULL,NULL,I
DUEDUN500A,PT,NULL,NULL,MILGU,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,MINTU,NULL,NULL,EX
EYNE500A,PT,NULL,NULL,MIRMA,NULL,NULL,EX
EP100A,PT,NULL,NULL,MISKA,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,MISMO,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,MIVNU,NULL,NULL,I
LR100A,PT,NULL,NULL,MIVSA,175,245,I
GCGO500A,PT,NULL,NULL,MIYEC,NULL,NULL,EX
LH100A,PT,NULL,NULL,MIZOL,NULL,NULL,I
LR100A,PT,NULL,NULL,MOBLU,NULL,NULL,I
EDUSEC501A,PT,NULL,NULL,MODSA,NULL,NULL,EX
LFBB100A,PT,NULL,NULL,MOKDI,NULL,NULL,I
LFBBUL500A,PT,NULL,NULL,MOKDI,NULL,NULL,EX
LFFFLS500A,PT,NULL,NULL,MOKIP,NULL,NULL,EX
SECSEC500A,PT,NULL,NULL,MOKUN,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,MOKUN,NULL,NULL,I
LILI500A,PT,NULL,NULL,MOLUX,225,305,EX
LILI500D,PT,NULL,NULL,MOLUX,225,305,EX
SEEFRA100A,PT,NULL,NULL,MOMEP,NULL,NULL,I
LFBB100A,PT,NULL,NULL,MONOT,NULL,NULL,I
LE100A,PT,NULL,NULL,MONTO,NULL,NULL,I
EDMDME500A,PT,NULL,NULL,MOOCE,NULL,NULL,EX
LELE500D,PT,NULL,NULL,MOPAS,NULL,NULL,EX
LR100A,PT,NULL,NULL,MOPUG,175,245,I
LILI500A,PT,NULL,NULL,MOPUV,225,305,EX
EGTTW100A,PT,NULL,NULL,MORAG,NULL,NULL,I
LBLB500A,PT,NULL,NULL,MOREK,NULL,NULL,EX
LI100A,PT,NULL,NULL,MOROB,NULL,NULL,I
LILI500A,PT,NULL,NULL,MOVOR,225,305,EX
LFMMLE500A,PT,NULL,NULL,MUREN,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,MURKA,NULL,NULL,I
EYEY500D,PT,NULL,NULL,MURUN,NULL,NULL,EX
UKUU500A,PT,NULL,NULL,NALEG,275,999,EX
EDREDR500E,PT,NULL,NULL,NAMUB,NULL,NULL,EX
LELE500A,PT,NULL,NULL,NANDO,NULL,NULL,EX
UK100A,PT,NULL,NULL,NANIR,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,NAPET,NULL,NULL,I
LELE500D,PT,NULL,NULL,NARBO,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,NARKA,NULL,NULL,I
BLEDUE500A,PT,NULL,NULL,NAROX,NULL,NULL,EX
SECSEC500A,PT,NULL,NULL,NASSY,NULL,NULL,EX
LILI500D,PT,NULL,NULL,NATAG,225,305,EX
LHSEC500A,PT,NULL,NULL,NATEX,NULL,NULL,EX
LELE500D,PT,NULL,NULL,NATPA,NULL,NULL,EX
LOLJLK501A,PT,NULL,NULL,NAVTI,NULL,NULL,EX
BL100A,PT,NULL,NULL,NAVUR,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,NAXAP,NULL,NULL,I
YXEDUN500A,PT,NULL,NULL,NEBUN,NULL,NULL,EX
BL100A,PT,NULL,NULL,NEDAM,NULL,NULL,I
EY100A,PT,NULL,NULL,NEDAM,NULL,NULL,I
EDUU100N,PT,NULL,NULL,NEDIK,NULL,NULL,I
LB100A,PT,NULL,NULL,NEDSI,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,NEDZA,NULL,NULL,I
LR100A,PT,NULL,NULL,NEKUL,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,NEMEK,NULL,NULL,EX
UKUK500A,PT,NULL,NULL,NEMIP,105,275,EX
LS100A,PT,NULL,NULL,NEMOS,NULL,NULL,I
LFRRUL500A,PT,NULL,NULL,NENEM,NULL,NULL,EX
LB100A,PT,NULL,NULL,NENKO,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,NEPAK,NULL,NULL,I
UKDVUK500A,PT,NULL,NULL,NEROB,275,999,EX
UK100A,PT,NULL,NULL,NESLO,NULL,NULL,I
LU100A,PT,NULL,NULL,NETED,NULL,NULL,I
SECSI100A,PT,NULL,NULL,NETKO,NULL,NULL,I
LRLR500A,PT,NULL,NULL,NETUL,NULL,NULL,EX
LILI500D,PT,NULL,NULL,NEVNI,225,305,EX
EGPXEI501A,PT,NULL,NULL,NEVRI,NULL,NULL,EX
EIEGTT502A,PT,NULL,NULL,NEVRI,NULL,NULL,EX
LELE500D,PT,NULL,NULL,NEXEP,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,NEXUS,NULL,NULL,I
LM100A,PT,NULL,NULL,NIBLO,NULL,NULL,I
UMNE500A,PT,NULL,NULL,NIGBA,NULL,NULL,EX
LR100A,PT,NULL,NULL,NIGEV,NULL,NULL,I
LILI500A,PT,NULL,NULL,NIGSO,225,305,EX
LH100A,PT,NULL,NULL,NIKAB,NULL,NULL,I
OSLC500A,PT,NULL,NULL,NIKAS,NULL,NULL,EX
LFMMLE500A,PT,NULL,NULL,NILDU,NULL,NULL,EX
EIEIDW500A,PT,NULL,NULL,NIMAT,NULL,NULL,EX
LELE500D,PT,NULL,NULL,NINES,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,NINEX,NULL,NULL,I
EGPXEI501A,PT,NULL,NULL,NIPIT,NULL,NULL,EX
LPGMAC500A,PT,NULL,NULL,NIPRI,NULL,NULL,EX
LELPPC500A,PT,NULL,NULL,NIRAK,245,999,EX
LOLJSF500A,PT,NULL,NULL,NISVA,NULL,NULL,EX
LBLB500A,PT,NULL,NULL,NITUX,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,NIVES,NULL,NULL,EX
NEEG501A,PT,NULL,NULL,NIVUN,NULL,NULL,EX
LFRWEG500A,PT,NULL,NULL,NOKVI,NULL,NULL,EX
LE100A,PT,NULL,NULL,NOLSA,NULL,NULL,I
DUWDUE501A,PT,NULL,NULL,NOMBO,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,NORBO,NULL,NULL,I
BL100A,PT,NULL,NULL,NORNO,NULL,NULL,I
NEBO500A,PT,NULL,NULL,NORVA,NULL,NULL,EX
LILI500A,PT,NULL,NULL,NOTRI,225,305,EX
LELE500D,PT,NULL,NULL,NUBLO,NULL,NULL,EX
EP100A,PT,NULL,NULL,NUDRO,NULL,NULL,I
LSED500A,PT,NULL,NULL,NUNRI,NULL,NULL,EX
LULR501A,PT,NULL,NULL,NUNTA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,NURPO,NULL,NULL,I
LE100A,PT,NULL,NULL,NUSGO,NULL,NULL,I
EDUNYX500A,PT,NULL,NULL,NUSGU,NULL,NULL,EX
LILI500A,PT,NULL,NULL,NUTRO,225,305,EX
NEFRAX100A,PT,NULL,NULL,NUVSA,NULL,NULL,I
LILI500A,PT,NULL,NULL,OBAXU,225,305,EX
SECSEC500A,PT,NULL,NULL,OBISA,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,OBISA,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,OBLAK,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,OBUBA,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,OBURU,NULL,NULL,I
UGUG500A,PT,NULL,NULL,ODILI,NULL,NULL,EX
LSLI500A,PT,NULL,NULL,ODINA,NULL,NULL,EX
EDMDWE500A,PT,NULL,NULL,ODLUN,NULL,NULL,EX
UK100A,PT,NULL,NULL,ODNAK,NULL,NULL,I
LKLZ500A,PT,NULL,NULL,ODNEM,NULL,NULL,EX
UK100A,PT,NULL,NULL,ODNIV,NULL,NULL,I
EY100A,PT,NULL,NULL,ODUNI,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,OGDAS,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,OGPAL,NULL,NULL,I
EDMDWE500A,PT,NULL,NULL,OGSEN,NULL,NULL,EX
EDUU100E,PT,NULL,NULL,OGSEN,NULL,NULL,I
EDWDME500A,PT,NULL,NULL,OGSEN,NULL,NULL,EX
BL100A,PT,NULL,NULL,OGVET,NULL,NULL,I
EDUU100N,PT,NULL,NULL,OKAGA,NULL,NULL,I
EDWEES500A,PT,NULL,NULL,OKAGA,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,OKLAX,NULL,NULL,I
LRLR500A,PT,NULL,NULL,OKLIV,NULL,NULL,EX
EGEGTW500A,PT,NULL,NULL,OKSAW,NULL,NULL,EX
SECSEC500A,PT,NULL,NULL,OKSIG,NULL,NULL,EX
